movie_title,domestic_distributor,budget,domestic_opening_sales,earliest_release,rating,runtime_minutes,genres,summary_sales,crew_list,cast_list
The Godfather,Paramount Pictures,6000000.0,302393.0,"March 15, 1972",,175.0,"['Crime', 'Drama']","[('Domestic', 134966411), ('International', 111154575), ('Worldwide', 246120986)]","['Francis Ford Coppola', 'Mario Puzo', 'Francis Ford Coppola', 'Mario Puzo', 'Al Ruddy', 'Nino Rota', 'Gordon Willis', 'William Reynolds', 'Peter Zinner', 'Dean Tavoularis']","['Marlon Brando', 'Al Pacino', 'James Caan', 'Diane Keaton']"
Ride Along,Universal Pictures,25000000.0,41516170.0,"January 17, 2014",PG-13,99.0,"['Action', 'Comedy', 'Crime']","[('Domestic', 134938200), ('International', 19530702), ('Worldwide', 154468902)]","['Tim Story', 'Greg Coolidge', 'Jason Mantzoukas', 'Phil Hay', 'Matt Manfredi', 'Greg Coolidge', 'Matt Alvarez', 'Larry Brezner', 'Ice Cube', 'Will Packer', 'Christopher Lennertz', 'Larry Blanford', 'Craig Alpert', 'Chris Cornwell']","['Ice Cube', 'Kevin Hart', 'Tika Sumpter', 'John Leguizamo']"
The Incredible Hulk,Universal Pictures,150000000.0,55414050.0,"June 11, 2008",PG-13,112.0,"['Action', 'Adventure', 'Sci-Fi']","[('Domestic', 134806913), ('International', 129964083), ('Worldwide', 264770996)]","['Louis Leterrier', 'Zak Penn', 'Zak Penn', 'Stan Lee', 'Jack Kirby', 'Avi Arad', 'Kevin Feige', 'Gale Anne Hurd', 'Craig Armstrong', 'Peter Menzies Jr.', 'Rick Shaine', 'Vincent Tabaillon', 'John Wright', 'Kirk M. Petruccelli']","['Edward Norton', 'Liv Tyler', 'Tim Roth', 'William Hurt']"
Live Free or Die Hard,Twentieth Century Fox,110000000.0,33369559.0,"June 26, 2007",PG-13,128.0,"['Action', 'Thriller']","[('Domestic', 134529403), ('International', 253626608), ('Worldwide', 388156011)]","['Len Wiseman', 'John Carlin', 'Roderick Thorp', 'Mark Bomback', 'David Marconi', 'Mark Bomback', 'Michael Fottrell', 'Marco Beltrami', 'Simon Duggan', 'Nicolas De Toth', 'Patrick Tatopoulos']","['Bruce Willis', 'Justin Long', 'Timothy Olyphant', 'Maggie Q']"
Wanted,Universal Pictures,75000000.0,50927085.0,"June 26, 2008",R,110.0,"['Action', 'Crime', 'Thriller']","[('Domestic', 134508551), ('International', 207954512), ('Worldwide', 342463063)]","['Timur Bekmambetov', 'Michael Brandt', 'Derek Haas', 'Chris Morgan', 'Michael Brandt', 'Derek Haas', 'Mark Millar', 'J.G. Jones', 'Jim Lemley', 'Jason Netter', 'Marc Platt', 'Iain Smith', 'Danny Elfman', 'Mitchell Amundsen', 'David Brenner', 'John Myhre']","['Angelina Jolie', 'James McAvoy', 'Morgan Freeman', 'Terence Stamp']"
Identity Thief,Universal Pictures,35000000.0,34551025.0,"February 7, 2013",R,111.0,"['Comedy', 'Crime', 'Drama']","[('Domestic', 134506920), ('International', 39458090), ('Worldwide', 173965010)]","['Seth Gordon', 'Craig Mazin', 'Jerry Eeten', 'Craig Mazin', 'Pamela Abdy', 'Jason Bateman', 'Scott Stuber', 'Christopher Lennertz', 'Javier Aguirresarobe', 'Peter Teschner', 'Shepherd Frankel']","['Jason Bateman', 'Melissa McCarthy', 'John Cho', 'Amanda Peet']"
Superman,Warner Bros.,55000000.0,7465343.0,"December 15, 1978",PG,143.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']","[('Domestic', 134451603), ('International', 166000000), ('Worldwide', 300218018)]","['Richard Donner', 'Jerry Siegel', 'Joe Shuster', 'Mario Puzo', 'Mario Puzo', 'David Newman', 'Leslie Newman', 'Robert Benton', 'Tom Mankiewicz', 'Pierre Spengler', 'John Williams', 'Geoffrey Unsworth', 'Stuart Baird', 'Michael Ellis', 'John Barry']","['Christopher Reeve', 'Margot Kidder', 'Gene Hackman', 'Marlon Brando']"
The Rock,Walt Disney Studios Motion Pictures,75000000.0,25069525.0,"June 7, 1996",R,136.0,"['Action', 'Adventure', 'Thriller']","[('Domestic', 134069511), ('International', 200993110), ('Worldwide', 335062621)]","['Michael Bay', 'David Weisberg', 'Douglas Cook', 'David Weisberg', 'Douglas Cook', 'Mark Rosner', 'Jerry Bruckheimer', 'Don Simpson', 'Nick Glennie-Smith', 'Hans Zimmer', 'John Schwartzman', 'Richard Francis-Bruce', 'Michael White']","['Sean Connery', 'Nicolas Cage', 'Ed Harris', 'John Spencer']"
Mission: Impossible III,Paramount Pictures,150000000.0,47743273.0,"May 3, 2006",PG-13,126.0,"['Action', 'Adventure', 'Thriller']","[('Domestic', 134029801), ('International', 264449696), ('Worldwide', 398479497)]","['J.J. Abrams', 'Alex Kurtzman', 'Roberto Orci', 'J.J. Abrams', 'Bruce Geller', 'Tom Cruise', 'Paula Wagner', 'Michael Giacchino', 'Dan Mindel', 'Maryann Brandon', 'Nick Gibbs', 'Mary Jo Markey', 'Scott Chambliss']","['Tom Cruise', 'Michelle Monaghan', 'Ving Rhames', 'Philip Seymour Hoffman']"
Grown Ups 2,Sony Pictures Entertainment (SPE),80000000.0,41508572.0,"July 11, 2013",PG-13,101.0,['Comedy'],"[('Domestic', 133668525), ('International', 113315753), ('Worldwide', 246984278)]","['Dennis Dugan', 'Fred Wolf', 'Adam Sandler', 'Tim Herlihy', 'Adam Sandler', 'Fred Wolf', 'Jack Giarraputo', 'Adam Sandler', 'Rupert Gregson-Williams', 'Theo van de Sande', 'Tom Costain', 'Aaron Osborne']","['Adam Sandler', 'Kevin James', 'Chris Rock', 'David Spade']"
Troy,Warner Bros.,175000000.0,46865412.0,"May 12, 2004",R,163.0,"['Drama', 'History']","[('Domestic', 133378256), ('International', 364031596), ('Worldwide', 497409852)]","['Wolfgang Petersen', 'Homer', 'David Benioff', 'Wolfgang Petersen', 'Diana Rathbun', 'Colin Wilson', 'James Horner', 'Roger Pratt', 'Peter Honess', 'Nigel Phelps']","['Brad Pitt', 'Eric Bana', 'Orlando Bloom', 'Julian Glover']"
Angels & Demons,Sony Pictures Entertainment (SPE),150000000.0,46204168.0,"May 13, 2009",PG-13,138.0,"['Action', 'Mystery', 'Thriller']","[('Domestic', 133375846), ('International', 352554970), ('Worldwide', 485930816)]","['Ron Howard', 'David Koepp', 'Akiva Goldsman', 'Dan Brown', 'John Calley', 'Brian Grazer', 'Ron Howard', 'Hans Zimmer', 'Salvatore Totino', 'Daniel P. Hanley', 'Mike Hill', 'Allan Cameron']","['Tom Hanks', 'Ewan McGregor', 'Ayelet Zurer', 'Stellan Skarsgård']"
Alvin and the Chipmunks: Chipwrecked,Twentieth Century Fox,75000000.0,23244744.0,"December 14, 2011",G,87.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Musical']","[('Domestic', 133110742), ('International', 209584693), ('Worldwide', 342695435)]","['Mike Mitchell', 'Jonathan Aibel', 'Glenn Berger', 'Ross Bagdasarian', 'Janice Karman', 'Ross Bagdasarian Jr.', 'Janice Karman', 'Mark Mothersbaugh', 'Thomas E. Ackerman', 'Peter Amundson', 'Richard Holland']","['Justin Long', 'Matthew Gray Gubler', 'Jesse McCartney', 'Jason Lee']"
Bringing Down the House,Walt Disney Studios Motion Pictures,33000000.0,31101026.0,"March 7, 2003",PG-13,105.0,['Comedy'],"[('Domestic', 132716677), ('International', 32013002), ('Worldwide', 164729679)]","['Adam Shankman', 'Jason Filardi', 'Ashok Amritraj', 'David Hoberman', 'Lalo Schifrin', 'Julio Macat', 'Gerald B. Greenberg', 'Linda DeScenna']","['Steve Martin', 'Queen Latifah', 'Eugene Levy', 'Joan Plowright']"
The Wolverine,Twentieth Century Fox,120000000.0,53113752.0,"July 24, 2013",PG-13,126.0,"['Action', 'Adventure', 'Sci-Fi']","[('Domestic', 132556852), ('International', 282271394), ('Worldwide', 414828246)]","['James Mangold', 'Mark Bomback', 'Scott Frank', 'Hutch Parker', 'Lauren Shuler Donner', 'Marco Beltrami', 'Ross Emery', 'Michael McCusker', 'François Audouy']","['Hugh Jackman', 'Will Yun Lee', 'Tao Okamoto', 'Rila Fukushima']"
Wonder,Lionsgate,,27547866.0,"October 17, 2017",PG,113.0,"['Drama', 'Family']","[('Domestic', 132422809), ('International', 173517797), ('Worldwide', 305940606)]","['Stephen Chbosky', 'Stephen Chbosky', 'Steve Conrad', 'Jack Thorne', 'R.J. Palacio', 'David Hoberman', 'Todd Lieberman', 'Marcelo Zarvos', 'Don Burgess', 'Mark Livolsi', 'Kalina Ivanov']","['Jacob Tremblay', 'Owen Wilson', 'Izabela Vidovic', 'Julia Roberts']"
The Departed,Warner Bros.,90000000.0,26887467.0,"October 5, 2006",R,151.0,"['Crime', 'Drama', 'Thriller']","[('Domestic', 132384315), ('International', 159081058), ('Worldwide', 291465373)]","['Martin Scorsese', 'William Monahan', 'Alan Mak', 'Felix Chong', 'Brad Grey', 'Graham King', 'Gianni Nunnari', 'Brad Pitt', 'Howard Shore', 'Michael Ballhaus', 'Thelma Schoonmaker', 'Kristi Zea']","['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson', 'Mark Wahlberg']"
Hulk,Universal Pictures,137000000.0,62128420.0,"June 19, 2003",PG-13,138.0,"['Action', 'Sci-Fi']","[('Domestic', 132177234), ('International', 113107931), ('Worldwide', 245285165)]","['Ang Lee', 'Stan Lee', 'Jack Kirby', 'James Schamus', 'John Turman', 'Michael France', 'James Schamus', 'Avi Arad', 'Larry Franco', 'Gale Anne Hurd', 'James Schamus', 'Danny Elfman', 'Frederick Elmes', 'Tim Squyres', 'Rick Heinrichs']","['Eric Bana', 'Jennifer Connelly', 'Sam Elliott', 'Josh Lucas']"
Silver Linings Playbook,The Weinstein Company,21000000.0,443003.0,"November 16, 2012",R,122.0,"['Comedy', 'Drama', 'Romance']","[('Domestic', 132092958), ('International', 104319495), ('Worldwide', 236412453)]","['David O. Russell', 'David O. Russell', 'Matthew Quick', 'Bruce Cohen', 'Donna Gigliotti', 'Jonathan Gordon', 'Danny Elfman', 'Masanobu Takayanagi', 'Jay Cassidy', 'Crispin Struthers', 'Judy Becker']","['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro', 'Jacki Weaver']"
Minority Report,Twentieth Century Fox,102000000.0,35677125.0,"June 20, 2002",PG-13,145.0,"['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']","[('Domestic', 132072926), ('International', 226300000), ('Worldwide', 358372926)]","['Steven Spielberg', 'Philip K. Dick', 'Scott Frank', 'Jon Cohen', 'Bonnie Curtis', 'Jan de Bont', 'Gerald R. Molen', 'Walter F. Parkes', 'John Williams', 'Janusz Kaminski', 'Michael Kahn', 'Alex McDowell']","['Tom Cruise', 'Colin Farrell', 'Samantha Morton', 'Max von Sydow']"
Fantastic 4: Rise of the Silver Surfer,Twentieth Century Fox,130000000.0,58051684.0,"June 13, 2007",PG,92.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","[('Domestic', 131921738), ('International', 169991393), ('Worldwide', 301913131)]","['Tim Story', 'Don Payne', 'Mark Frost', 'John Turman', 'Mark Frost', 'Stan Lee', 'Jack Kirby', 'Avi Arad', 'Bernd Eichinger', 'Ralph Winter', 'John Ottman', 'Larry Blanford', 'Peter S. Elliot', 'William Hoy', 'Kirk M. Petruccelli']","['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans', 'Michael Chiklis']"
The Last Airbender,Paramount Pictures,150000000.0,40325019.0,"July 1, 2010",PG,103.0,"['Action', 'Adventure', 'Family', 'Fantasy']","[('Domestic', 131772187), ('International', 187941694), ('Worldwide', 319713881)]","['M. Night Shyamalan', 'M. Night Shyamalan', 'Frank Marshall', 'Sam Mercer', 'M. Night Shyamalan', 'James Newton Howard', 'Andrew Lesnie', 'Conrad Buff IV', 'Philip Messina']","['Noah Ringer', 'Nicola Peltz', 'Jackson Rathbone', 'Dev Patel']"
Rio 2,Twentieth Century Fox,103000000.0,39327869.0,"March 20, 2014",G,101.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']","[('Domestic', 131538435), ('International', 367242682), ('Worldwide', 498781117)]","['Carlos Saldanha', 'Don Rhymer', 'Carlos Kotkin', 'Jenny Bicks', 'Yoni Brenner', 'Carlos Saldanha', 'Laurie Craig', 'Carlos Saldanha', 'Bruce Anderson', 'John C. Donkin', 'John Powell', 'Renato Falcão', 'Harry Hitner', 'Randy Trager']","['Jesse Eisenberg', 'Anne Hathaway', 'Jemaine Clement', 'Andy Garcia']"
Lara Croft: Tomb Raider,Paramount Pictures,115000000.0,47735743.0,"June 15, 2001",PG-13,100.0,"['Action', 'Adventure', 'Fantasy', 'Thriller']","[('Domestic', 131168070), ('International', 143535270), ('Worldwide', 274703340)]","['Simon West', 'Sara B. Cooper', 'Mike Werb', 'Michael Colleary', 'Simon West', 'Patrick Massett', 'John Zinman', 'Lawrence Gordon', 'Lloyd Levin', 'Colin Wilson', 'Graeme Revell', 'Peter Menzies Jr.', 'Dallas Puett', 'Glen Scantlebury', 'Eric Strand', 'Mark Warner', 'Kirk M. Petruccelli']","['Angelina Jolie', 'Jon Voight', 'Iain Glen', 'Noah Taylor']"
The Silence of the Lambs,Orion Pictures,19000000.0,13766814.0,"February 14, 1991",,118.0,"['Crime', 'Drama', 'Thriller']","[('Domestic', 130742922), ('International', 142000000), ('Worldwide', 272742922)]","['Jonathan Demme', 'Thomas Harris', 'Ted Tally', 'Ron Bozman', 'Edward Saxon', 'Kenneth Utt', 'Howard Shore', 'Tak Fujimoto', 'Craig McKay', 'Kristi Zea']","['Jodie Foster', 'Anthony Hopkins', 'Lawrence A. Bonney', 'Kasi Lemmons']"
"Honey, I Shrunk the Kids",Walt Disney Studios Motion Pictures,,14262961.0,"June 23, 1989",,93.0,"['Adventure', 'Comedy', 'Family', 'Sci-Fi']","[('Domestic', 130724172), ('International', 92000000), ('Worldwide', 222724172)]","['Joe Johnston', 'Stuart Gordon', 'Brian Yuzna', 'Ed Naha', 'Ed Naha', 'Tom Schulman', 'Penney Finkelman Cox', 'James Horner', 'Hiro Narita', 'Michael A. Stevenson', 'Gregg Fonseca']","['Rick Moranis', 'Matt Frewer', 'Marcia Strassman', 'Kristine Sutherland']"
The Flintstones,Universal Pictures,46000000.0,29688730.0,"May 27, 1994",PG,91.0,"['Comedy', 'Family', 'Fantasy']","[('Domestic', 130531208), ('International', 211100000), ('Worldwide', 341631208)]","['Brian Levant', 'Tom S. Parker', 'Jim Jennewein', 'Steven E. de Souza', 'Bruce Cohen', 'David Newman', 'Dean Cundey', 'Kent Beyda', 'Eloy Lobato', 'William Sandell']","['John Goodman', 'Rick Moranis', ""Rosie O'Donnell"", 'Halle Berry']"
Lethal Weapon 4,Warner Bros.,140000000.0,34048124.0,"July 10, 1998",R,127.0,"['Action', 'Crime', 'Thriller']","[('Domestic', 130444603), ('International', 155000000), ('Worldwide', 285444603)]","['Richard Donner', 'Shane Black', 'Jonathan Lemkin', 'Alfred Gough', 'Miles Millar', 'Channing Gibson', 'Richard Donner', 'Joel Silver', 'Eric Clapton', 'Michael Kamen', 'David Sanborn', 'Andrzej Bartkowiak', 'Dallas Puett', 'Kevin Stitt', 'Eric Strand', 'Frank J. Urioste', 'J. Michael Riva']","['Mel Gibson', 'Danny Glover', 'Joe Pesci', 'Rene Russo']"
Get Smart,Warner Bros.,80000000.0,38683480.0,"June 19, 2008",PG-13,110.0,"['Action', 'Adventure', 'Comedy']","[('Domestic', 130319208), ('International', 100366245), ('Worldwide', 230685453)]","['Peter Segal', 'Tom J. Astle', 'Matt Ember', 'Mel Brooks', 'Buck Henry', 'Michael Ewing', 'Alex Gartner', 'Andrew Lazar', 'Charles Roven', 'Trevor Rabin', 'Dean Semler', 'Richard Pearson', 'Wynn Thomas']","['Steve Carell', 'Anne Hathaway', 'Alan Arkin', 'Dwayne Johnson']"
The Divergent Series: Insurgent,Lionsgate,110000000.0,52263680.0,"March 18, 2015",PG-13,119.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","[('Domestic', 130179072), ('International', 166823455), ('Worldwide', 297002527)]","['Robert Schwentke', 'Brian Duffield', 'Akiva Goldsman', 'Mark Bomback', 'Veronica Roth', 'Lucy Fisher', 'Pouya Shahbazian', 'Douglas Wick', 'Joseph Trapanese', 'Florian Ballhaus', 'Stuart Levy', 'Nancy Richardson', 'Alec Hammond']","['Shailene Woodley', 'Ansel Elgort', 'Theo James', 'Kate Winslet']"
The Peanuts Movie,Twentieth Century Fox,99000000.0,44213073.0,"October 29, 2015",G,88.0,"['Animation', 'Comedy', 'Family']","[('Domestic', 130178411), ('International', 116054702), ('Worldwide', 246233113)]","['Steve Martino', 'Craig Schulz', 'Bryan Schulz', 'Cornelius Uliano', 'Charles M. Schulz', 'Paul Feig', 'Bryan Schulz', 'Craig Schulz', 'Michael J. Travers', 'Cornelius Uliano', 'Christophe Beck', 'Renato Falcão', 'Christopher Campbell', 'Randy Trager']","['Noah Schnapp', 'Bill Melendez', 'Hadley Belle Miller', 'Francesca Capaldi']"
Transformers: The Last Knight,Paramount Pictures,217000000.0,44680073.0,"June 21, 2017",PG-13,154.0,"['Action', 'Adventure', 'Sci-Fi']","[('Domestic', 130168683), ('International', 475256474), ('Worldwide', 605425157)]","['Michael Bay', 'Art Marcum', 'Matt Holloway', 'Ken Nolan', 'Akiva Goldsman', 'Art Marcum', 'Matt Holloway', 'Ken Nolan', 'Ian Bryce', 'Tom DeSanto', 'Lorenzo di Bonaventura', 'Don Murphy', 'Steve Jablonsky', 'Jonathan Sela', 'Roger Barton', 'Adam Gerstel', 'Debra Neil-Fisher', 'John Refoua', 'Mark Sanger', 'Calvin Wimmer', 'Jeffrey Beecroft']","['Mark Wahlberg', 'Anthony Hopkins', 'Josh Duhamel', 'Laura Haddock']"
American Gangster,Universal Pictures,100000000.0,43565135.0,"November 2, 2007",R,157.0,"['Biography', 'Crime', 'Drama', 'Thriller']","[('Domestic', 130164645), ('International', 139590785), ('Worldwide', 269755430)]","['Ridley Scott', 'Steven Zaillian', 'Mark Jacobson', 'Brian Grazer', 'Ridley Scott', 'Marc Streitenfeld', 'Harris Savides', 'Pietro Scalia', 'Arthur Max']","['Denzel Washington', 'Russell Crowe', 'Chiwetel Ejiofor', 'Josh Brolin']"
American Beauty,DreamWorks Distribution,15000000.0,861531.0,"September 15, 1999",R,122.0,['Drama'],"[('Domestic', 130096601), ('International', 226200000), ('Worldwide', 356296601)]","['Sam Mendes', 'Alan Ball', 'Bruce Cohen', 'Dan Jinks', 'Thomas Newman', 'Conrad L. Hall', 'Tariq Anwar', 'Christopher Greenbury', 'Naomi Shohan']","['Kevin Spacey', 'Annette Bening', 'Thora Birch', 'Wes Bentley']"
An Officer and a Gentleman,Paramount Pictures,,3304679.0,"July 30, 1982",,124.0,"['Drama', 'Romance']","[('Domestic', 129795554), ('International', 129795554)]","['Taylor Hackford', 'Douglas Day Stewart', 'Martin Elfand', 'Jack Nitzsche', 'Donald E. Thorin', 'Peter Zinner', 'Philip M. Jefferies']","['Richard Gere', 'Debra Winger', 'David Keith', 'Robert Loggia']"
The Ring,DreamWorks Distribution,48000000.0,15015393.0,"October 18, 2002",PG-13,115.0,"['Horror', 'Mystery']","[('Domestic', 129128133), ('International', 120220800), ('Worldwide', 249348933)]","['Gore Verbinski', 'Ehren Kruger', 'Kôji Suzuki', 'Hiroshi Takahashi', 'Laurie MacDonald', 'Walter F. Parkes', 'Hans Zimmer', 'Bojan Bazelli', 'Craig Wood', 'Tom Duffield']","['Naomi Watts', 'Martin Henderson', 'Brian Cox', 'David Dorfman']"
The Nutty Professor,Universal Pictures,54000000.0,25411725.0,"June 28, 1996",PG-13,95.0,"['Comedy', 'Romance', 'Sci-Fi']","[('Domestic', 128814019), ('International', 145147000), ('Worldwide', 273961019)]","['Tom Shadyac', 'Jerry Lewis', 'Bill Richmond', 'David Sheffield', 'Barry W. Blaustein', 'Tom Shadyac', 'Steve Oedekerk', 'Brian Grazer', 'Russell Simmons', 'David Newman', 'Julio Macat', 'Don Zimmerman', 'William A. Elliott']","['Eddie Murphy', 'Jada Pinkett Smith', 'James Coburn', 'Larry Miller']"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Twentieth Century Fox,18000000.0,26455463.0,"February 23, 2006",R,84.0,['Comedy'],"[('Domestic', 128505958), ('International', 134046935), ('Worldwide', 262552893)]","['Larry Charles', 'Sacha Baron Cohen', 'Anthony Hines', 'Peter Baynham', 'Dan Mazer', 'Sacha Baron Cohen', 'Peter Baynham', 'Anthony Hines', 'Todd Phillips', 'Sacha Baron Cohen', 'Sacha Baron Cohen', 'Jay Roach', 'Erran Baron Cohen', 'Luke Geissbuhler', 'Anthony Hardwick', 'Craig Alpert', 'Peter Teschner', 'James Thomas']","['Sacha Baron Cohen', 'Ken Davitian', 'Luenell', 'Chester']"
Ghostbusters,Sony Pictures Entertainment (SPE),144000000.0,46018755.0,"July 11, 2016",PG-13,117.0,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']","[('Domestic', 128350574), ('International', 100796935), ('Worldwide', 229147509)]","['Paul Feig', 'Katie Dippold', 'Paul Feig', 'Ivan Reitman', 'Dan Aykroyd', 'Harold Ramis', 'Amy Pascal', 'Ivan Reitman', 'Theodore Shapiro', 'Robert D. Yeoman', 'Melissa Bretherton', 'Brent White', 'Jefferson Sage']","['Melissa McCarthy', 'Kristen Wiig', 'Kate McKinnon', 'Leslie Jones']"
Kingsman: The Secret Service,Twentieth Century Fox,81000000.0,36206331.0,"January 30, 2015",R,129.0,"['Action', 'Adventure', 'Comedy', 'Thriller']","[('Domestic', 128261724), ('International', 286089822), ('Worldwide', 414351546)]","['Matthew Vaughn', 'Jane Goldman', 'Matthew Vaughn', 'Mark Millar', 'Dave Gibbons', 'Adam Bohling', 'David Reid', 'Matthew Vaughn', 'Henry Jackman', 'Matthew Margeson', 'George Richmond', 'Eddie Hamilton', 'Jon Harris', 'Paul Kirby']","['Colin Firth', 'Taron Egerton', 'Samuel L. Jackson', 'Michael Caine']"
Robots,Twentieth Century Fox,75000000.0,36045301.0,"March 10, 2005",PG,91.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']","[('Domestic', 128200012), ('International', 134311478), ('Worldwide', 262511490)]","['Chris Wedge', 'Carlos Saldanha', 'Ron Mita', 'Jim McClain', 'David Lindsay-Abaire', 'David Lindsay-Abaire', 'Lowell Ganz', 'Babaloo Mandel', 'William Joyce', 'Chris Wedge', 'Jerry Davis', 'John C. Donkin', 'William Joyce', 'Lorne Orleans', 'John Powell', 'John Carnochan', 'William Joyce']","['Ewan McGregor', 'Halle Berry', 'Mel Brooks', 'Robin Williams']"
Coming to America,Paramount Pictures,,21404420.0,"June 29, 1988",,116.0,"['Comedy', 'Romance']","[('Domestic', 128152301), ('International', 160600000), ('Worldwide', 288752301)]","['John Landis', 'Eddie Murphy', 'David Sheffield', 'Barry W. Blaustein', 'George Folsey Jr.', 'Robert D. Wachs', 'Nile Rodgers', 'Woody Omens', 'Malcolm Campbell', 'George Folsey Jr.', 'Richard Macdonald']","['Eddie Murphy', 'Paul Bates', 'Garcelle Beauvais', 'Feather']"
"Crouching Tiger, Hidden Dragon",Sony Pictures Classics,17000000.0,663205.0,"December 8, 2000",PG-13,,"['Action', 'Adventure', 'Fantasy', 'Romance']","[('Domestic', 128078872), ('International', 85446864), ('Worldwide', 213525736)]","['Ang Lee', 'Du Lu Wang', 'Hui-Ling Wang', 'James Schamus', 'Kuo Jung Tsai', 'Li-Kong Hsu', 'William Kong', 'Ang Lee', 'Dun Tan', 'Peter Pau', 'Tim Squyres', 'Tim Yip']","['Yun-Fat Chow', 'Michelle Yeoh', 'Ziyi Zhang', 'Chen Chang']"
Shutter Island,Paramount Pictures,80000000.0,41062440.0,"February 18, 2010",R,138.0,"['Mystery', 'Thriller']","[('Domestic', 128012934), ('International', 166791261), ('Worldwide', 294804195)]","['Martin Scorsese', 'Laeta Kalogridis', 'Dennis Lehane', 'Bradley J. Fischer', 'Mike Medavoy', 'Arnold Messer', 'Martin Scorsese', 'Robert Richardson', 'Thelma Schoonmaker', 'Dante Ferretti']","['Leonardo DiCaprio', 'Emily Mortimer', 'Mark Ruffalo', 'Ben Kingsley']"
Into the Woods,Walt Disney Studios Motion Pictures,50000000.0,31051923.0,"December 24, 2014",PG,125.0,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Musical']","[('Domestic', 128002372), ('International', 84900000), ('Worldwide', 212902372)]","['Rob Marshall', 'James Lapine', 'James Lapine', 'John DeLuca', 'Rob Marshall', 'Callum McDougall', 'Marc Platt', 'Dion Beebe', 'Wyatt Smith', 'Dennis Gassner']","['Anna Kendrick', 'Meryl Streep', 'Chris Pine', 'Emily Blunt']"
Rocky IV,United Artists,,19991537.0,"November 27, 1985",,91.0,"['Drama', 'Sport']","[('Domestic', 127873716), ('International', 172600000), ('Worldwide', 300473716)]","['Sylvester Stallone', 'Sylvester Stallone', 'Robert Chartoff', 'Irwin Winkler', 'Vince DiCola', 'Bill Butler', 'John W. Wheeler', 'Don Zimmerman', 'Bill Kenney']","['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers']"
Enchanted,Walt Disney Studios Motion Pictures,85000000.0,34440317.0,"November 21, 2007",PG,107.0,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']","[('Domestic', 127807262), ('International', 212680574), ('Worldwide', 340487836)]","['Kevin Lima', 'Bill Kelly', 'Barry Josephson', 'Barry Sonnenfeld', 'Alan Menken', 'Don Burgess', 'Gregory Perler', 'Stephen A. Rotter', 'Stuart Wurtzel']","['Amy Adams', 'Susan Sarandon', 'James Marsden', 'Patrick Dempsey']"
The Curious Case of Benjamin Button,Paramount Pictures,150000000.0,26853816.0,"December 25, 2008",PG-13,166.0,"['Drama', 'Fantasy', 'Romance']","[('Domestic', 127509326), ('International', 208293460), ('Worldwide', 335802786)]","['David Fincher', 'Eric Roth', 'Eric Roth', 'Robin Swicord', 'F. Scott Fitzgerald', 'Ceán Chaffin', 'Kathleen Kennedy', 'Frank Marshall', 'Alexandre Desplat', 'Claudio Miranda', 'Kirk Baxter', 'Angus Wall', 'Donald Graham Burt']","['Brad Pitt', 'Cate Blanchett', 'Tilda Swinton', 'Julia Ormond']"
Central Intelligence,Warner Bros.,50000000.0,35535250.0,"June 15, 2016",PG-13,107.0,"['Action', 'Comedy', 'Crime']","[('Domestic', 127440871), ('International', 89531672), ('Worldwide', 216972543)]","['Rawson Marshall Thurber', 'Ike Barinholtz', 'David Stassen', 'Rawson Marshall Thurber', 'Ike Barinholtz', 'David Stassen', 'Michael Fottrell', 'Peter Principato', 'Scott Stuber', 'Paul Young', 'Ludwig Göransson', 'Theodore Shapiro', 'Barry Peterson', 'Brian Scott Olds', 'Michael L. Sale', 'Stephen J. Lineweaver']","['Dwayne Johnson', 'Kevin Hart', 'Danielle Nicolet', 'Amy Ryan']"
Anchorman 2: The Legend Continues,Paramount Pictures,50000000.0,26232425.0,"December 18, 2013",PG-13,119.0,['Comedy'],"[('Domestic', 127352707), ('International', 46297224), ('Worldwide', 173649931)]","['Adam McKay', 'Will Ferrell', 'Adam McKay', 'Will Ferrell', 'Adam McKay', 'Judd Apatow', 'Will Ferrell', 'Adam McKay', 'Andrew Feltenstein', 'John Nau', 'Oliver Wood', 'Melissa Bretherton', 'Brent White', 'Clayton Hartley']","['Will Ferrell', 'Christina Applegate', 'Paul Rudd', 'Steve Carell']"
