movie_title,domestic_distributor,budget,domestic_opening_sales,earliest_release,rating,runtime_minutes,genres,summary_sales,crew_list,cast_list
xXx,Revolution Studios,70000000.0,44506103.0,"August 9, 2002",PG-13,124.0,"['Action', 'Adventure', 'Thriller']","[('Domestic', 142109382), ('International', 135339000), ('Worldwide', 277448382)]","['Rob Cohen', 'Rich Wilkes', 'Neal H. Moritz', 'Randy Edelman', 'Dean Semler', 'Chris Lebenzon', 'Joel Negron', 'Paul Rubell', 'Gavin Bocquet']","['Vin Diesel', 'Asia Argento', 'Marton Csokas', 'Samuel L. Jackson']"
The Jungle Book,Walt Disney Studios Motion Pictures,,,"October 18, 1967",G,78.0,"['Adventure', 'Animation', 'Family', 'Musical']","[('Domestic', 141843612), ('International', 64000000), ('Worldwide', 205843612)]","['Wolfgang Reitherman', 'Larry Clemmons', 'Ralph Wright', 'Ken Anderson', 'Vance Gerry', 'Rudyard Kipling', 'Bill Peet', 'George Bruns', 'Tom Acosta', 'Norman Carlisle']","['Phil Harris', 'Sebastian Cabot', 'Louis Prima', 'Bruce Reitherman']"
The Chronicles of Narnia: Prince Caspian,Walt Disney Studios Motion Pictures,225000000.0,55034805.0,"May 15, 2008",PG,150.0,"['Action', 'Adventure', 'Family', 'Fantasy']","[('Domestic', 141621490), ('International', 278044078), ('Worldwide', 419665568)]","['Andrew Adamson', 'Andrew Adamson', 'Christopher Markus', 'Stephen McFeely', 'C.S. Lewis', 'Andrew Adamson', 'Mark Johnson', 'Philip Steuer', 'Harry Gregson-Williams', 'Karl Walter Lindenlaub', 'Josh Campbell', 'Sim Evan-Jones', 'Roger Ford']","['Ben Barnes', 'Skandar Keynes', 'Georgie Henley', 'William Moseley']"
National Lampoon's Animal House,Universal Pictures,,276538.0,"July 28, 1978",,109.0,['Comedy'],"[('Domestic', 141600000), ('International', 141600000)]","['John Landis', 'Harold Ramis', 'Douglas Kenney', 'Chris Miller', 'Ivan Reitman', 'Matty Simmons', 'Elmer Bernstein', 'Charles Correll', 'George Folsey Jr.']","['John Belushi', 'Karen Allen', 'Tom Hulce', 'Stephen Furst']"
Pocahontas,Walt Disney Studios Motion Pictures,,2689714.0,"June 16, 1995",G,81.0,"['Adventure', 'Animation', 'Drama', 'Family', 'Musical', 'Romance']","[('Domestic', 141579773), ('International', 204500000), ('Worldwide', 346079773)]","['Mike Gabriel', 'Eric Goldberg', 'Carl Binder', 'Susannah Grant', 'Philip LaZebnik', 'Glen Keane', 'Joe Grant', 'Ralph Zondag', 'Burny Mattinson', 'Ed Gombert', 'Kaan Kalyon', 'Francis Glebas', 'Rob Gibbs', 'Bruce Morris', 'Todd Kurosawa', 'Duncan Marjoribanks', 'Chris Buck', 'Andrew Chapman', 'Randy Cartwright', 'Will Finn', 'Broose Johnson', 'T. Daniel Hofstedt', 'David Pruiksma', 'Nik Ranieri', 'Vincent DeFrances', 'Tom Mazzocco', 'Don Dougherty', 'Jorgen Klubien', 'Mike Gabriel', 'James Pentecost', 'Alan Menken', 'H. Lee Peterson']","['Mel Gibson', 'Linda Hunt', 'Christian Bale', 'Joe Baker']"
A Few Good Men,Columbia Pictures,41000000.0,15517468.0,"December 11, 1992",R,138.0,"['Drama', 'Thriller']","[('Domestic', 141340178), ('International', 101900000), ('Worldwide', 243240178)]","['Rob Reiner', 'Aaron Sorkin', 'Aaron Sorkin', 'David Brown', 'Rob Reiner', 'Andrew Scheinman', 'Marc Shaiman', 'Robert Richardson', 'Robert Leighton', 'Steven Nevius', 'J. Michael Riva']","['Tom Cruise', 'Jack Nicholson', 'Demi Moore', 'Kevin Bacon']"
Slumdog Millionaire,Fox Searchlight Pictures,15000000.0,360018.0,"November 12, 2008",R,,"['Drama', 'Romance']","[('Domestic', 141319928), ('International', 237090185), ('Worldwide', 378410113)]","['Danny Boyle', 'Loveleen Tandan', 'Simon Beaufoy', 'Vikas Swarup', 'Christian Colson', 'A.R. Rahman', 'Anthony Dod Mantle', 'Chris Dickens', 'Mark Digby']","['Dev Patel', 'Freida Pinto', 'Saurabh Shukla', 'Anil Kapoor']"
Rush Hour,New Line Cinema,33000000.0,33001803.0,"September 18, 1998",PG-13,98.0,"['Action', 'Comedy', 'Crime', 'Thriller']","[('Domestic', 141186864), ('International', 103534200), ('Worldwide', 244721064)]","['Brett Ratner', 'Ross LaManna', 'Jim Kouf', 'Ross LaManna', 'Roger Birnbaum', 'Jonathan Glickman', 'Arthur Sarkissian', 'Lalo Schifrin', 'Adam Greenberg', 'Mark Helfrich', 'Robb Wilson King']","['Jackie Chan', 'Chris Tucker', 'Ken Leung', 'Tom Wilkinson']"
The Blair Witch Project,Artisan Entertainment,60000.0,1512054.0,"July 16, 1999",R,81.0,"['Horror', 'Mystery']","[('Domestic', 140539099), ('International', 108100000), ('Worldwide', 248639099)]","['Daniel Myrick', 'Eduardo Sánchez', 'Daniel Myrick', 'Eduardo Sánchez', 'Heather Donahue', 'Robin Cowie', 'Gregg Hale', 'Antonio Cora', 'Neal Fredericks', 'Daniel Myrick', 'Eduardo Sánchez', 'Ben Rock']","['Heather Donahue', 'Michael C. Williams', 'Joshua Leonard', 'Bob Griffin']"
Deep Impact,Paramount Pictures,,41152375.0,"May 8, 1998",PG-13,,"['Action', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']","[('Domestic', 140464664), ('International', 209000000), ('Worldwide', 334515982)]","['Mimi Leder', 'Bruce Joel Rubin', 'Michael Tolkin', 'David Brown', 'Richard D. Zanuck', 'James Horner', 'Dietrich Lohmann', 'Paul Cichocki', 'David Rosenbloom', 'Leslie Dilley']","['Robert Duvall', 'Téa Leoni', 'Elijah Wood', 'Morgan Freeman']"
Shazam!,Warner Bros.,100000000.0,53505326.0,"April 3, 2019",PG-13,132.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']","[('Domestic', 140371656), ('International', 225600000), ('Worldwide', 365971656)]","['David F. Sandberg', 'Henry Gayden', 'Henry Gayden', 'Darren Lemke', 'Bill Parker', 'C.C. Beck', 'Peter Safran', 'Benjamin Wallfisch', 'Maxime Alexandre', 'Michel Aller', 'Jennifer Spence']","['Zachary Levi', 'Mark Strong', 'Asher Angel', 'Jack Dylan Grazer']"
Ocean's Eight,Warner Bros.,70000000.0,41607378.0,"June 7, 2018",PG-13,110.0,"['Action', 'Comedy', 'Crime', 'Thriller']","[('Domestic', 140218711), ('International', 157500000), ('Worldwide', 297718711)]","['Gary Ross', 'Gary Ross', 'Olivia Milch', 'Gary Ross', 'George Clayton Johnson', 'Jack Golden Russell', 'Susan Ekins', 'Steven Soderbergh', 'Daniel Pemberton', 'Eigil Bryld', 'Juliette Welfling', 'Alex DiGerlando']","['Sandra Bullock', 'Cate Blanchett', 'Anne Hathaway', 'Mindy Kaling']"
Rush Hour 3,New Line Cinema,140000000.0,50237000.0,"August 8, 2007",PG-13,91.0,"['Action', 'Comedy', 'Crime', 'Thriller']","[('Domestic', 140125968), ('International', 117971154), ('Worldwide', 258097122)]","['Brett Ratner', 'Jeff Nathanson', 'Ross LaManna', 'Roger Birnbaum', 'Andrew Z. Davis', 'Jonathan Glickman', 'Arthur Sarkissian', 'Jay Stern', 'Lalo Schifrin', 'James M. Muro', 'Mark Helfrich', 'Dean Zimmerman', 'Don Zimmerman', 'Ed Verreaux']","['Jackie Chan', 'Chris Tucker', 'Max von Sydow', 'Hiroyuki Sanada']"
Look Who's Talking,TriStar Pictures,,12107784.0,"October 13, 1989",,93.0,['Comedy'],"[('Domestic', 140088813), ('International', 156911000), ('Worldwide', 296999813)]","['Amy Heckerling', 'Amy Heckerling', 'Jonathan D. Krane', 'David Kitay', 'Thomas Del Ruth', 'Debra Chiate', 'Reuben Freed']","['John Travolta', 'Kirstie Alley', 'Olympia Dukakis', 'George Segal']"
Stuart Little,Sony Pictures Entertainment (SPE),133000000.0,15018223.0,"December 17, 1999",PG,84.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']","[('Domestic', 140035367), ('International', 160100000), ('Worldwide', 300135367)]","['Rob Minkoff', 'E.B. White', 'M. Night Shyamalan', 'Greg Brooker', 'Douglas Wick', 'Alan Silvestri', 'Guillermo Navarro', 'Tom Finan', 'Bill Brzeski']","['Michael J. Fox', 'Geena Davis', 'Hugh Laurie', 'Jonathan Lipnicki']"
Taken 2,Twentieth Century Fox,45000000.0,49514769.0,"September 27, 2012",PG-13,92.0,"['Action', 'Thriller']","[('Domestic', 139854287), ('International', 236298168), ('Worldwide', 376152455)]","['Olivier Megaton', 'Luc Besson', 'Robert Mark Kamen', 'Luc Besson', 'Robert Mark Kamen', 'Luc Besson', 'Nathaniel Méchaly', 'Romain Lacourbas', 'Camille Delamarre', 'Vincent Tabaillon', 'Sébastien Inizan']","['Liam Neeson', 'Famke Janssen', 'Maggie Grace', 'Leland Orser']"
Sister Act,Walt Disney Studios Motion Pictures,,11894587.0,"May 29, 1992",PG,100.0,"['Comedy', 'Crime', 'Family', 'Music']","[('Domestic', 139605150), ('International', 92000000), ('Worldwide', 231605150)]","['Emile Ardolino', 'Paul Rudnick', 'Teri Schwartz', 'Marc Shaiman', 'Adam Greenberg', 'Colleen Halsey', 'Richard Halsey', 'Jackson De Govia']","['Whoopi Goldberg', 'Maggie Smith', 'Kathy Najimy', 'Wendy Makkena']"
The Matrix Revolutions,Warner Bros.,150000000.0,48475154.0,"November 5, 2003",R,129.0,"['Action', 'Sci-Fi']","[('Domestic', 139313948), ('International', 288030377), ('Worldwide', 427344325)]","['Lana Wachowski', 'Lilly Wachowski', 'Lilly Wachowski', 'Lana Wachowski', 'Lilly Wachowski', 'Lana Wachowski', 'Joel Silver', 'Don Davis', 'Bill Pope', 'Zach Staenberg', 'Owen Paterson']","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving']"
The Santa Clause 2,Walt Disney Studios Motion Pictures,65000000.0,29008696.0,"November 1, 2002",,104.0,"['Comedy', 'Family', 'Fantasy']","[('Domestic', 139236327), ('International', 33618738), ('Worldwide', 172855065)]","['Michael Lembeck', 'Don Rhymer', 'Cinco Paul', 'Ken Daurio', 'Ed Decter', 'John J. Strauss', 'Leo Benvenuti', 'Steve Rudnick', 'Leo Benvenuti', 'Steve Rudnick', 'Robert F. Newmyer', 'Brian Reilly', 'Jeffrey Silver', 'George S. Clinton', 'Adam Greenberg', 'David Finfer', 'Tony Burrough']","['Tim Allen', 'Spencer Breslin', 'Elizabeth Mitchell', 'Eric Lloyd']"
The King's Speech,The Weinstein Company,15000000.0,355450.0,"November 26, 2010",R,118.0,"['Biography', 'Drama', 'History']","[('Domestic', 138797449), ('International', 288576868), ('Worldwide', 427374317)]","['Tom Hooper', 'David Seidler', 'Iain Canning', 'Emile Sherman', 'Gareth Unwin', 'Alexandre Desplat', 'Danny Cohen', 'Tariq Anwar', 'Eve Stewart']","['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter', 'Derek Jacobi']"
Cheaper by the Dozen,Twentieth Century Fox,40000000.0,27557647.0,"December 25, 2003",PG,98.0,"['Comedy', 'Family']","[('Domestic', 138614544), ('International', 51924086), ('Worldwide', 190538630)]","['Shawn Levy', 'Frank B. Gilbreth Jr.', 'Ernestine Gilbreth Carey', 'Craig Titley', 'Sam Harper', 'Joel Cohen', 'Alec Sokolow', 'Michael Barnathan', 'Ben Myron', 'Robert Simonds', 'Christophe Beck', 'Jonathan Brown', 'George Folsey Jr.', 'Nina Ruscio']","['Steve Martin', 'Bonnie Hunt', 'Hilary Duff', 'Piper Perabo']"
Bad Boys II,Sony Pictures Entertainment (SPE),130000000.0,46522560.0,"July 18, 2003",R,147.0,"['Action', 'Comedy', 'Crime', 'Thriller']","[('Domestic', 138608444), ('International', 134731112), ('Worldwide', 273339556)]","['Michael Bay', 'George Gallo', 'Marianne Wibberley', 'Cormac Wibberley', 'Ron Shelton', 'Ron Shelton', 'Jerry Stahl', 'Jerry Bruckheimer', 'Trevor Rabin', 'Amir Mokri', 'Roger Barton', 'Mark Goldblatt', 'Tom Muldoon', 'Dominic Watkins']","['Will Smith', 'Martin Lawrence', 'Gabrielle Union', 'Jordi Mollà']"
Platoon,Orion Pictures,6000000.0,241080.0,"December 19, 1986",,,"['Drama', 'War']","[('Domestic', 138530565), ('International', 15067), ('Worldwide', 138545632)]","['Oliver Stone', 'Oliver Stone', 'Arnold Kopelson', 'Georges Delerue', 'Robert Richardson', 'Claire Simpson', 'Bruno Rubeo']","['Charlie Sheen', 'Tom Berenger', 'Willem Dafoe', 'Keith David']"
21 Jump Street,Sony Pictures Entertainment (SPE),42000000.0,36302612.0,"March 15, 2012",R,109.0,"['Action', 'Comedy', 'Crime']","[('Domestic', 138447667), ('International', 63137661), ('Worldwide', 201585328)]","['Phil Lord', 'Christopher Miller', 'Michael Bacall', 'Michael Bacall', 'Jonah Hill', 'Patrick Hasburgh', 'Stephen J. Cannell', 'Stephen J. Cannell', 'Neal H. Moritz', 'Mark Mothersbaugh', 'Barry Peterson', 'Joel Negron', 'Peter Wenham']","['Jonah Hill', 'Channing Tatum', 'Ice Cube', 'Brie Larson']"
Good Will Hunting,Miramax,,272912.0,"December 5, 1997",R,126.0,"['Drama', 'Romance']","[('Domestic', 138433435), ('International', 87500000), ('Worldwide', 225933435)]","['Gus Van Sant', 'Matt Damon', 'Ben Affleck', 'Lawrence Bender', 'Danny Elfman', 'Jean-Yves Escoffier', 'Pietro Scalia', 'Missy Stewart']","['Robin Williams', 'Matt Damon', 'Ben Affleck', 'Stellan Skarsgård']"
Split,Universal Pictures,9000000.0,40010975.0,"January 18, 2017",PG-13,117.0,"['Horror', 'Thriller']","[('Domestic', 138291365), ('International', 140163052), ('Worldwide', 278454417)]","['M. Night Shyamalan', 'M. Night Shyamalan', 'Marc Bienstock', 'Jason Blum', 'M. Night Shyamalan', 'West Dylan Thordson', 'Mike Gioulakis', 'Luke Ciarrocchi', 'Mara LePere-Schloop']","['James McAvoy', 'Anya Taylor-Joy', 'Haley Lu Richardson', 'Jessica Sula']"
A Christmas Carol,Walt Disney Studios Motion Pictures,200000000.0,30051075.0,"September 9, 2009",PG,96.0,"['Animation', 'Drama', 'Family', 'Fantasy']","[('Domestic', 137855863), ('International', 187430783), ('Worldwide', 325286646)]","['Robert Zemeckis', 'Charles Dickens', 'Robert Zemeckis', 'Jack Rapke', 'Steve Starkey', 'Robert Zemeckis', 'Alan Silvestri', 'Robert Presley', ""Jeremiah O'Driscoll"", 'Doug Chiang']","['Jim Carrey', 'Gary Oldman', 'Colin Firth', 'Steve Valentine']"
Dinosaur,Walt Disney Studios Motion Pictures,127500000.0,38854851.0,"May 19, 2000",PG,82.0,"['Adventure', 'Animation', 'Family', 'Thriller']","[('Domestic', 137748063), ('International', 212074702), ('Worldwide', 349822765)]","['Eric Leighton', 'Ralph Zondag', 'Thom Enriquez', 'John Harrison', 'Robert Nelson Jacobs', 'Ralph Zondag', 'John Harrison', 'Robert Nelson Jacobs', 'Walon Green', 'Gregory Gunter', 'Shirley Pierce', 'Jonathan Roberts', 'Rhett Reese', 'Tamara Lusher', 'Pam Marsden', 'James Newton Howard', 'David R. Hardberger', 'Steven Douglas Smith', 'H. Lee Peterson', 'Walter P. Martishius']","['D.B. Sweeney', 'Julianna Margulies', 'Samuel E. Wright', 'Alfre Woodard']"
Ready Player One,Warner Bros.,175000000.0,41764050.0,"March 28, 2018",PG-13,140.0,"['Action', 'Adventure', 'Sci-Fi']","[('Domestic', 137690172), ('International', 445203499), ('Worldwide', 582893671)]","['Steven Spielberg', 'Zak Penn', 'Ernest Cline', 'Ernest Cline', 'Donald De Line', 'Dan Farah', 'Kristie Macosko Krieger', 'Steven Spielberg', 'Alan Silvestri', 'Janusz Kaminski', 'Sarah Broshar', 'Michael Kahn', 'Adam Stockhausen']","['Tye Sheridan', 'Olivia Cooke', 'Ben Mendelsohn', 'Lena Waithe']"
The Conjuring,Warner Bros.,20000000.0,41855326.0,"July 18, 2013",R,112.0,"['Horror', 'Mystery', 'Thriller']","[('Domestic', 137400141), ('International', 182113719), ('Worldwide', 319513860)]","['James Wan', 'Chad Hayes', 'Carey W. Hayes', 'Rob Cowan', 'Tony DeRosa-Grund', 'Peter Safran', 'Joseph Bishara', 'John R. Leonetti', 'Kirk M. Morri', 'Julie Berghoff']","['Patrick Wilson', 'Vera Farmiga', 'Ron Livingston', 'Lili Taylor']"
Click,Revolution Studios,82500000.0,40011365.0,"June 22, 2006",PG-13,107.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']","[('Domestic', 137355633), ('International', 103329693), ('Worldwide', 240685326)]","['Frank Coraci', 'Steve Koren', ""Mark O'Keefe"", 'Jack Giarraputo', 'Steve Koren', 'Neal H. Moritz', ""Mark O'Keefe"", 'Adam Sandler', 'Rupert Gregson-Williams', 'Dean Semler', 'Jeff Gourson', 'Perry Andelin Blake']","['Adam Sandler', 'Kate Beckinsale', 'Christopher Walken', 'David Hasselhoff']"
The Green Mile,Warner Bros.,60000000.0,18017152.0,"December 10, 1999",R,189.0,"['Crime', 'Drama', 'Fantasy', 'Mystery']","[('Domestic', 136801374), ('International', 150000000), ('Worldwide', 286801374)]","['Frank Darabont', 'Stephen King', 'Frank Darabont', 'Frank Darabont', 'David Valdes', 'Thomas Newman', 'David Tattersall', 'Richard Francis-Bruce', 'Terence Marsh']","['Tom Hanks', 'Michael Clarke Duncan', 'David Morse', 'Bonnie Hunt']"
Ransom,Walt Disney Studios Motion Pictures,,34216088.0,"November 8, 1996",R,121.0,"['Action', 'Crime', 'Thriller']","[('Domestic', 136492681), ('International', 173000000), ('Worldwide', 309492681)]","['Ron Howard', 'Cyril Hume', 'Richard Maibaum', 'Richard Price', 'Alexander Ignon', 'Brian Grazer', 'Kip Hagopian', 'Scott Rudin', 'James Horner', 'Piotr Sobocinski', 'Daniel P. Hanley', 'Mike Hill', 'Michael Corenblith']","['Mel Gibson', 'Gary Sinise', 'Rene Russo', 'Brawley Nolte']"
Godzilla,Sony Pictures Entertainment (SPE),130000000.0,44047541.0,"May 20, 1998",PG-13,139.0,"['Action', 'Sci-Fi', 'Thriller']","[('Domestic', 136314294), ('International', 242700000), ('Worldwide', 379014294)]","['Roland Emmerich', 'Dean Devlin', 'Roland Emmerich', 'Ted Elliott', 'Terry Rossio', 'Dean Devlin', 'Roland Emmerich', 'Dean Devlin', 'David Arnold', 'Michael Lloyd', 'Ueli Steiger', 'Peter Amundson', 'David Siegel', 'Oliver Scholl']","['Matthew Broderick', 'Jean Reno', 'Maria Pitillo', 'Hank Azaria']"
101 Dalmatians,Walt Disney Studios Motion Pictures,,33504025.0,"November 27, 1996",,103.0,"['Adventure', 'Comedy', 'Crime', 'Family']","[('Domestic', 136189294), ('International', 184500000), ('Worldwide', 320689294)]","['Stephen Herek', 'Dodie Smith', 'John Hughes', 'John Hughes', 'Ricardo Mestres', 'Michael Kamen', 'Adrian Biddle', 'Trudy Ship', 'Assheton Gorton']","['Glenn Close', 'Jeff Daniels', 'Joely Richardson', 'Joan Plowright']"
Argo,Warner Bros.,44500000.0,19458109.0,"October 11, 2012",R,,"['Biography', 'Drama', 'Thriller']","[('Domestic', 136025503), ('International', 96300000), ('Worldwide', 232325503)]","['Ben Affleck', 'Chris Terrio', 'Tony Mendez', 'Joshuah Bearman', 'Ben Affleck', 'George Clooney', 'Grant Heslov', 'Alexandre Desplat', 'Rodrigo Prieto', 'William Goldenberg', 'Sharon Seymour']","['Ben Affleck', 'Bryan Cranston', 'John Goodman', 'Alan Arkin']"
Anger Management,Revolution Studios,75000000.0,42220847.0,"April 11, 2003",PG-13,106.0,['Comedy'],"[('Domestic', 135645823), ('International', 60100000), ('Worldwide', 195745823)]","['Peter Segal', 'David Dorfman', 'Barry Bernardi', 'Jack Giarraputo', 'Teddy Castellucci', 'Donald McAlpine', 'Jeff Gourson', 'Alan Au']","['Jack Nicholson', 'Adam Sandler', 'Marisa Tomei', 'Luis Guzmán']"
Chicken Little,Walt Disney Studios Motion Pictures,150000000.0,40049778.0,"November 4, 2005",G,81.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']","[('Domestic', 135386665), ('International', 179046172), ('Worldwide', 314432837)]","['Mark Dindal', 'Mark Dindal', 'Mark Kennedy', 'Steve Bencich', 'Ron J. Friedman', 'Ron Anderson', 'Randy Fullmer', 'John Debney', 'Dan Molina', 'David Womersley']","['Zach Braff', 'Joan Cusack', 'Garry Marshall', 'Don Knotts']"
Teenage Mutant Ninja Turtles,New Line Cinema,13500000.0,25398367.0,"March 30, 1990",,93.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']","[('Domestic', 135265915), ('International', 66700000), ('Worldwide', 201965915)]","['Steve Barron', 'Kevin Eastman', 'Peter Laird', 'Bobby Herbeck', 'Todd W. Langen', 'Bobby Herbeck', 'David Chan', 'Kim Dawson', 'Simon Fields', 'John Du Prez', 'John Fenner', 'William D. Gordean', 'Sally Menke', 'James R. Symons', 'Roy Forge Smith']","['Judith Hoag', 'Elias Koteas', 'Josh Pais', 'David Forman']"
Close Encounters of the Third Kind,Columbia Pictures,20000000.0,,"November 16, 1977",,138.0,"['Drama', 'Sci-Fi']","[('Domestic', 135189114), ('International', 171700000), ('Worldwide', 306889114)]","['Steven Spielberg', 'Steven Spielberg', 'Hal Barwood', 'Jerry Belson', 'John Hill', 'Matthew Robbins', 'Julia Phillips', 'Michael Phillips', 'John Williams', 'Vilmos Zsigmond', 'Michael Kahn', 'Joe Alves']","['Richard Dreyfuss', 'François Truffaut', 'Teri Garr', 'Melinda Dillon']"
Patch Adams,Universal Pictures,90000000.0,25262280.0,"December 25, 1998",PG-13,115.0,"['Biography', 'Comedy', 'Drama', 'Romance']","[('Domestic', 135026902), ('International', 67266000), ('Worldwide', 202292902)]","['Tom Shadyac', 'Patch Adams', 'Maureen Mylander', 'Steve Oedekerk', 'Mike Farrell', 'Barry Kemp', 'Marvin Minoff', 'Charles Newirth', 'Marc Shaiman', 'Phedon Papamichael', 'Don Zimmerman', 'Linda DeScenna']","['Robin Williams', 'Daniel London', 'Monica Potter', 'Philip Seymour Hoffman']"
