movie_title,domestic_distributor,budget,domestic_opening_sales,earliest_release,rating,runtime_minutes,genres,summary_sales,crew_list,cast_list
Armageddon,Walt Disney Studios Motion Pictures,140000000.0,36089972.0,"July 1, 1998",PG-13,151.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","[('Domestic', 201578182), ('International', 352131606), ('Worldwide', 553709788)]","['Michael Bay', 'Jonathan Hensleigh', 'J.J. Abrams', 'Tony Gilroy', 'Shane Salerno', 'Robert Roy Pool', 'Jonathan Hensleigh', 'Michael Bay', 'Jerry Bruckheimer', 'Gale Anne Hurd', 'Trevor Rabin', 'John Schwartzman', 'Mark Goldblatt', 'Chris Lebenzon', 'Glen Scantlebury', 'Michael White']","['Bruce Willis', 'Billy Bob Thornton', 'Ben Affleck', 'Liv Tyler']"
Cinderella,Walt Disney Studios Motion Pictures,95000000.0,67877361.0,"March 11, 2015",PG,105.0,"['Drama', 'Family', 'Fantasy', 'Romance']","[('Domestic', 201151353), ('International', 341206978), ('Worldwide', 542358331)]","['Kenneth Branagh', 'Chris Weitz', 'Charles Perrault', 'David Barron', 'Simon Kinberg', 'Allison Shearmur', 'Patrick Doyle', 'Haris Zambarloukos', 'Martin Walsh', 'Dante Ferretti']","['Lily James', 'Cate Blanchett', 'Richard Madden', 'Helena Bonham Carter']"
Ralph Breaks the Internet,Walt Disney Studios Motion Pictures,175000000.0,56237634.0,"November 21, 2018",PG,112.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","[('Domestic', 201091711), ('International', 328232251), ('Worldwide', 529323962)]","['Phil Johnston', 'Rich Moore', 'Phil Johnston', 'Pamela Ribon', 'Rich Moore', 'Phil Johnston', 'Jim Reardon', 'Pamela Ribon', 'Josie Trinidad', 'Clark Spencer', 'Henry Jackman', 'Nathan Warner', 'Jeremy Milton', 'Fabienne Rawley', 'Cory Loftis']","['John C. Reilly', 'Sarah Silverman', 'Gal Gadot', 'Taraji P. Henson']"
Gone with the Wind,Metro-Goldwyn-Mayer (MGM),,,"December 15, 1939",,238.0,"['Drama', 'History', 'Romance', 'War']","[('Domestic', 200852579), ('International', 201500000), ('Worldwide', 400176459)]","['Victor Fleming', 'George Cukor', 'Sam Wood', 'Margaret Mitchell', 'Sidney Howard', 'Oliver H.P. Garrett', 'Ben Hecht', 'Jo Swerling', 'John Van Druten', 'David O. Selznick', 'Max Steiner', 'Ernest Haller', 'William Cameron Menzies']","['Clark Gable', 'Vivien Leigh', 'Thomas Mitchell', ""Barbara O'Neil""]"
Tangled,Walt Disney Studios Motion Pictures,260000000.0,48767052.0,"November 24, 2010",PG,100.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']","[('Domestic', 200821936), ('International', 391640023), ('Worldwide', 592461959)]","['Nathan Greno', 'Byron Howard', 'Dan Fogelman', 'Jacob Grimm', 'Wilhelm Grimm', 'Roy Conli', 'Alan Menken', 'Tim Mertens', 'David Goetz', 'Douglas Rogers']","['Mandy Moore', 'Zachary Levi', 'Donna Murphy', 'Ron Perlman']"
Godzilla,Warner Bros.,160000000.0,93188384.0,"May 14, 2014",PG-13,123.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","[('Domestic', 200676069), ('International', 324300000), ('Worldwide', 524976069)]","['Gareth Edwards', 'Ishirô Honda', 'Takeo Murata', 'Shigeru Kayama', 'Dave Callaham', 'Max Borenstein', 'Frank Darabont', 'David S. Goyer', 'Jon Jashni', 'Mary Parent', 'Brian Rogers', 'Thomas Tull', 'Alexandre Desplat', 'Seamus McGarvey', 'Bob Ducsay', 'Owen Paterson']","['Aaron Taylor-Johnson', 'Elizabeth Olsen', 'Bryan Cranston', 'Ken Watanabe']"
Superman Returns,Warner Bros.,270000000.0,52535096.0,"June 28, 2006",PG-13,154.0,"['Action', 'Sci-Fi']","[('Domestic', 200081192), ('International', 191000000), ('Worldwide', 391081192)]","['Bryan Singer', 'Michael Dougherty', 'Dan Harris', 'Bryan Singer', 'Michael Dougherty', 'Dan Harris', 'Jerry Siegel', 'Joe Shuster', 'Gilbert Adler', 'Lorne Orleans', 'Jon Peters', 'Bryan Singer', 'John Ottman', 'Newton Thomas Sigel', 'Elliot Graham', 'John Ottman', 'Guy Hendrix Dyas']","['Brandon Routh', 'Kevin Spacey', 'Kate Bosworth', 'James Marsden']"
Spectre,Sony Pictures Entertainment (SPE),245000000.0,70403148.0,"October 26, 2015",PG-13,148.0,"['Action', 'Adventure', 'Thriller']","[('Domestic', 200074609), ('International', 680600000), ('Worldwide', 880674609)]","['Sam Mendes', 'John Logan', 'Neal Purvis', 'Robert Wade', 'Jez Butterworth', 'John Logan', 'Neal Purvis', 'Robert Wade', 'Ian Fleming', 'Barbara Broccoli', 'Michael G. Wilson', 'Thomas Newman', 'Hoyte Van Hoytema', 'Lee Smith', 'Dennis Gassner']","['Daniel Craig', 'Christoph Waltz', 'Léa Seydoux', 'Ralph Fiennes']"
Pearl Harbor,Walt Disney Studios Motion Pictures,140000000.0,59078912.0,"May 25, 2001",PG-13,183.0,"['Action', 'Drama', 'History', 'Romance', 'War']","[('Domestic', 198542554), ('International', 250678391), ('Worldwide', 449220945)]","['Michael Bay', 'Randall Wallace', 'Michael Bay', 'Jerry Bruckheimer', 'Hans Zimmer', 'John Schwartzman', 'Roger Barton', 'Mark Goldblatt', 'Chris Lebenzon', 'Steven Rosenblum', 'Nigel Phelps']","['Ben Affleck', 'Kate Beckinsale', 'Josh Hartnett', 'William Lee Scott']"
Monsters vs. Aliens,DreamWorks,175000000.0,59321095.0,"March 19, 2009",PG,94.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi', 'Thriller']","[('Domestic', 198351526), ('International', 183158344), ('Worldwide', 381509870)]","['Rob Letterman', 'Conrad Vernon', 'Maya Forbes', 'Wallace Wolodarsky', 'Rob Letterman', 'Jonathan Aibel', 'Glenn Berger', 'Rob Letterman', 'Conrad Vernon', 'Lisa Stewart', 'Henry Jackman', 'Joyce Arrastia', 'Erika Dapkewicz', 'David James']","['Reese Witherspoon', 'Rainn Wilson', 'Stephen Colbert', 'Seth Rogen']"
Happy Feet,Warner Bros.,100000000.0,41533432.0,"November 17, 2006",PG,108.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Music', 'Musical', 'Romance']","[('Domestic', 198000317), ('International', 186335791), ('Worldwide', 384336108)]","['George Miller', 'Warren Coleman', 'Judy Morris', 'George Miller', 'John Collee', 'Judy Morris', 'Warren Coleman', 'Bill Miller', 'George Miller', 'Doug Mitchell', 'John Powell', 'David Peers', 'Christian Gazal', 'Margaret Sixel', 'Mark Sexton']","['Elijah Wood', 'Brittany Murphy', 'Hugh Jackman', 'Robin Williams']"
Indiana Jones and the Last Crusade,Paramount Pictures,48000000.0,29355021.0,"May 24, 1989",PG-13,127.0,"['Action', 'Adventure']","[('Domestic', 197171806), ('International', 277000000), ('Worldwide', 474171806)]","['Steven Spielberg', 'Jeffrey Boam', 'George Lucas', 'Menno Meyjes', 'George Lucas', 'Philip Kaufman', 'Robert Watts', 'John Williams', 'Douglas Slocombe', 'Michael Kahn', 'Elliot Scott']","['Harrison Ford', 'Sean Connery', 'Alison Doody', 'Denholm Elliott']"
Ice Age: Dawn of the Dinosaurs,Twentieth Century Fox,90000000.0,41690382.0,"June 29, 2009",PG,94.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","[('Domestic', 196573705), ('International', 690113112), ('Worldwide', 886686817)]","['Carlos Saldanha', 'Mike Thurmeier', 'Michael Berg', 'Peter Ackerman', 'Mike Reiss', 'Yoni Brenner', 'Jason Carter Eaton', 'Peter Gaulke', 'Gerry Swallow', 'Michael J. Wilson', 'John C. Donkin', 'Lori Forte', 'John Powell', 'Harry Hitner', 'James Palumbo']","['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Eunice Cho']"
Ice Age: The Meltdown,Twentieth Century Fox,80000000.0,68033544.0,"March 29, 2006",PG,91.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","[('Domestic', 195330621), ('International', 471763885), ('Worldwide', 667094506)]","['Carlos Saldanha', 'Peter Gaulke', 'Gerry Swallow', 'Jim Hecht', 'Peter Gaulke', 'Gerry Swallow', 'Michael J. Wilson', 'Lori Forte', 'Will Edwards', 'John Powell', 'Craig Grasso', 'Harry Hitner']","['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Seann William Scott']"
Mission: Impossible,Paramount Pictures,150000000.0,55520089.0,"July 24, 2015",PG-13,131.0,"['Action', 'Adventure', 'Thriller']","[('Domestic', 195042377), ('International', 487674259), ('Worldwide', 682716636)]","['Christopher McQuarrie', 'Bruce Geller', 'Christopher McQuarrie', 'Drew Pearce', 'Christopher McQuarrie', 'J.J. Abrams', 'Bryan Burk', 'Tom Cruise', 'David Ellison', 'Dana Goldberg', 'Don Granger', 'Joe Kraemer', 'Robert Elswit', 'Eddie Hamilton', 'Jim Bissell']","['Tom Cruise', 'Rebecca Ferguson', 'Jeremy Renner', 'Simon Pegg']"
Twilight,Summit Entertainment,37000000.0,69637740.0,"November 20, 2008",PG-13,122.0,"['Drama', 'Fantasy', 'Romance']","[('Domestic', 193962473), ('International', 214467942), ('Worldwide', 408430415)]","['Catherine Hardwicke', 'Melissa Rosenberg', 'Stephenie Meyer', 'Wyck Godfrey', 'Greg Mooradian', 'Mark Morgan', 'Carter Burwell', 'Elliot Davis', 'Nancy Richardson']","['Kristen Stewart', 'Robert Pattinson', 'Billy Burke', 'Sarah Clarke']"
Men in Black II,Sony Pictures Entertainment (SPE),140000000.0,52148751.0,"July 3, 2002",PG-13,88.0,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi']","[('Domestic', 193735288), ('International', 251400000), ('Worldwide', 445135288)]","['Barry Sonnenfeld', 'Lowell Cunningham', 'Robert Gordon', 'Robert Gordon', 'Barry Fanaro', 'Laurie MacDonald', 'Walter F. Parkes', 'Danny Elfman', 'Greg Gardiner', 'Richard Pearson', 'Steven Weisberg', 'Bo Welch']","['Tommy Lee Jones', 'Will Smith', 'Rip Torn', 'Lara Flynn Boyle']"
Madagascar,DreamWorks Distribution,,47224594.0,"May 27, 2005",PG,86.0,"['Adventure', 'Animation', 'Comedy', 'Family']","[('Domestic', 193595521), ('International', 348468325), ('Worldwide', 542063846)]","['Eric Darnell', 'Tom McGrath', 'Mark Burton', 'Billy Frolick', 'Eric Darnell', 'Tom McGrath', 'Mireille Soria', 'Hans Zimmer', 'Mark A. Hester', 'Clare Knight', 'H. Lee Peterson', 'Kendal Cronkhite']","['Chris Rock', 'Ben Stiller', 'David Schwimmer', 'Jada Pinkett Smith']"
22 Jump Street,Sony Pictures Entertainment (SPE),50000000.0,57071445.0,"June 5, 2014",R,112.0,"['Action', 'Comedy', 'Crime']","[('Domestic', 191719337), ('International', 139614539), ('Worldwide', 331333876)]","['Phil Lord', 'Christopher Miller', 'Michael Bacall', 'Oren Uziel', 'Rodney Rothman', 'Michael Bacall', 'Jonah Hill', 'Patrick Hasburgh', 'Stephen J. Cannell', 'Jonah Hill', 'Neal H. Moritz', 'Channing Tatum', 'Mark Mothersbaugh', 'Barry Peterson', 'Keith Brachmann', 'David Rennie', 'Steve Saklad']","['Channing Tatum', 'Jonah Hill', 'Ice Cube', 'Nick Offerman']"
Cars 2,Walt Disney Studios Motion Pictures,200000000.0,66135507.0,"June 22, 2011",G,106.0,"['Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Mystery', 'Sci-Fi', 'Sport']","[('Domestic', 191452396), ('International', 368400000), ('Worldwide', 559852396)]","['John Lasseter', 'Bradford Lewis', 'John Lasseter', 'Bradford Lewis', 'Dan Fogelman', 'Ben Queen', 'Denise Ream', 'Michael Giacchino', 'Sharon Calahan', 'Jeremy Lasky', 'Stephen Schaffer', 'Harley Jessup']","['Owen Wilson', 'Larry the Cable Guy', 'Michael Caine', 'Emily Mortimer']"
Teenage Mutant Ninja Turtles,Paramount Pictures,125000000.0,65575105.0,"August 7, 2014",PG-13,101.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","[('Domestic', 191204754), ('International', 293800000), ('Worldwide', 485004754)]","['Jonathan Liebesman', 'Josh Appelbaum', 'André Nemec', 'Evan Daugherty', 'Peter Laird', 'Kevin Eastman', 'Michael Bay', 'Ian Bryce', 'Andrew Form', 'Brad Fuller', 'Scott Mednick', 'Galen Walker', 'Brian Tyler', 'Lula Carvalho', 'Joel Negron', 'Glen Scantlebury', 'Neil Spisak']","['Megan Fox', 'Will Arnett', 'William Fichtner', 'Noel Fisher']"
Spider,Sony Pictures Entertainment (SPE),90000000.0,35363376.0,"December 12, 2018",PG,117.0,"['Action', 'Adventure', 'Animation', 'Family', 'Sci-Fi']","[('Domestic', 190241310), ('International', 185299521), ('Worldwide', 375540831)]","['Bob Persichetti', 'Peter Ramsey', 'Rodney Rothman', 'Phil Lord', 'Rodney Rothman', 'Phil Lord', 'Avi Arad', 'Phil Lord', 'Christopher Miller', 'Amy Pascal', 'Christina Steinberg', 'Daniel Pemberton', 'Robert Fisher Jr.', 'Justin K. Thompson']","['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld', 'Mahershala Ali']"
Grease,Paramount Pictures,6000000.0,8941717.0,"June 16, 1978",PG,110.0,"['Musical', 'Romance']","[('Domestic', 190071103), ('International', 206200000), ('Worldwide', 394955690)]","['Randal Kleiser', 'Jim Jacobs', 'Warren Casey', 'Bronte Woodard', 'Allan Carr', 'Allan Carr', 'Robert Stigwood', 'Bill Butler', 'John F. Burnett', 'Philip M. Jefferies']","['John Travolta', 'Olivia Newton-John', 'Stockard Channing', 'Jeff Conaway']"
Dunkirk,Warner Bros.,100000000.0,50513488.0,"July 19, 2017",PG-13,106.0,"['Action', 'Drama', 'History', 'Thriller', 'War']","[('Domestic', 189740665), ('International', 337208738), ('Worldwide', 526949403)]","['Christopher Nolan', 'Christopher Nolan', 'Christopher Nolan', 'Emma Thomas', 'Hans Zimmer', 'Hoyte Van Hoytema', 'Lee Smith', 'Nathan Crowley']","['Fionn Whitehead', 'Barry Keoghan', 'Mark Rylance', 'Tom Hardy']"
Wreck,Walt Disney Studios Motion Pictures,165000000.0,49038712.0,"November 1, 2012",PG,101.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","[('Domestic', 189422889), ('International', 281800000), ('Worldwide', 471222889)]","['Rich Moore', 'Rich Moore', 'Phil Johnston', 'Jim Reardon', 'Phil Johnston', 'Jennifer Lee', 'Clark Spencer', 'Henry Jackman', 'Rob Dressel', 'Tim Mertens', 'Mike Gabriel']","['John C. Reilly', 'Jack McBrayer', 'Jane Lynch', 'Sarah Silverman']"
A Quiet Place,Paramount Pictures,17000000.0,50203562.0,"April 4, 2018",PG-13,90.0,"['Drama', 'Horror', 'Sci-Fi']","[('Domestic', 188024361), ('International', 152928610), ('Worldwide', 340952971)]","['John Krasinski', 'Bryan Woods', 'Scott Beck', 'John Krasinski', 'Bryan Woods', 'Scott Beck', 'Michael Bay', 'Andrew Form', 'Brad Fuller', 'Marco Beltrami', 'Charlotte Bruus Christensen', 'Christopher Tellefsen', 'Jeffrey Beecroft']","['Emily Blunt', 'John Krasinski', 'Millicent Simmonds', 'Noah Jupe']"
Interstellar,Paramount Pictures,165000000.0,47510360.0,"November 5, 2014",PG-13,169.0,"['Adventure', 'Drama', 'Sci-Fi']","[('Domestic', 188020017), ('International', 513775554), ('Worldwide', 701795571)]","['Christopher Nolan', 'Jonathan Nolan', 'Christopher Nolan', 'Christopher Nolan', 'Lynda Obst', 'Emma Thomas', 'Hans Zimmer', 'Hoyte Van Hoytema', 'Lee Smith', 'Nathan Crowley']","['Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain', 'Mackenzie Foy']"
The Polar Express,Warner Bros.,165000000.0,23323463.0,"November 10, 2004",,100.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']","[('Domestic', 187935490), ('International', 126279964), ('Worldwide', 314215454)]","['Robert Zemeckis', 'Chris Van Allsburg', 'Robert Zemeckis', 'William Broyles Jr.', 'Gary Goetzman', 'Steve Starkey', 'William Teitler', 'Robert Zemeckis', 'Alan Silvestri', 'Don Burgess', 'Robert Presley', 'R. Orlando Duenas', ""Jeremiah O'Driscoll"", 'Rick Carter', 'Doug Chiang']","['Tom Hanks', 'Chris Coppola', 'Michael Jeter', 'Leslie Zemeckis']"
Gladiator,DreamWorks Distribution,103000000.0,34819017.0,"May 4, 2000",R,155.0,"['Action', 'Adventure', 'Drama']","[('Domestic', 187705427), ('International', 277658485), ('Worldwide', 465363912)]","['Ridley Scott', 'David Franzoni', 'David Franzoni', 'John Logan', 'William Nicholson', 'David Franzoni', 'Branko Lustig', 'Douglas Wick', 'Lisa Gerrard', 'Hans Zimmer', 'John Mathieson', 'Pietro Scalia', 'Arthur Max']","['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed']"
The Croods,Twentieth Century Fox,135000000.0,43639736.0,"March 15, 2013",PG,98.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","[('Domestic', 187168425), ('International', 400036894), ('Worldwide', 587205319)]","['Kirk DeMicco', 'Chris Sanders', 'Chris Sanders', 'Kirk DeMicco', 'John Cleese', 'Kirk DeMicco', 'Chris Sanders', 'Kristine Belson', 'Jane Hartwell', 'Alan Silvestri', 'Darren T. Holmes', 'Christophe Lautrette']","['Nicolas Cage', 'Ryan Reynolds', 'Emma Stone', 'Catherine Keener']"
Sherlock Holmes: A Game of Shadows,Warner Bros.,,39637079.0,"December 15, 2011",PG-13,129.0,"['Action', 'Adventure', 'Mystery']","[('Domestic', 186848418), ('International', 357000000), ('Worldwide', 543848418)]","['Guy Ritchie', 'Michele Mulroney', 'Kieran Mulroney', 'Arthur Conan Doyle', 'Susan Downey', 'Dan Lin', 'Joel Silver', 'Lionel Wigram', 'Hans Zimmer', 'Philippe Rousselot', 'James Herbert', 'Sarah Greenwood']","['Robert Downey Jr.', 'Jude Law', 'Jared Harris', 'Rachel McAdams']"
The Day After Tomorrow,Twentieth Century Fox,125000000.0,68743584.0,"May 26, 2004",PG-13,124.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","[('Domestic', 186740799), ('International', 365898772), ('Worldwide', 552639571)]","['Roland Emmerich', 'Roland Emmerich', 'Roland Emmerich', 'Jeffrey Nachmanoff', 'Roland Emmerich', 'Mark Gordon', 'Harald Kloser', 'Ueli Steiger', 'David Brenner', 'Barry Chusid']","['Dennis Quaid', 'Jake Gyllenhaal', 'Emmy Rossum', 'Dash Mihok']"
Mr. & Mrs. Smith,Twentieth Century Fox,110000000.0,50342878.0,"June 8, 2005",PG-13,,"['Action', 'Comedy', 'Crime', 'Thriller']","[('Domestic', 186336279), ('International', 300951367), ('Worldwide', 487287646)]","['Doug Liman', 'Simon Kinberg', 'Lucas Foster', 'Akiva Goldsman', 'Eric McLeod', 'Arnon Milchan', 'Patrick Wachsberger', 'John Powell', 'Bojan Bazelli', 'Michael Tronick', 'Jeff Mann']","['Brad Pitt', 'Angelina Jolie', 'Adam Brody', 'Vince Vaughn']"
Snow White and the Seven Dwarfs,Walt Disney Studios Motion Pictures,1499000.0,,"December 21, 1937",Approved,83.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']","[('Domestic', 184925486), ('International', 184925486)]","['William Cottrell', 'David Hand', 'Wilfred Jackson', 'Larry Morey', 'Perce Pearce', 'Ben Sharpsteen', 'Jacob Grimm', 'Wilhelm Grimm', 'Ted Sears', 'Richard Creedon', 'Otto Englander', 'Dick Rickard', 'Earl Hurd', 'Merrill De Maris', 'Dorothy Ann Blank', 'Webb Smith', 'Frank Churchill', 'Leigh Harline', 'Paul J. Smith']","['Adriana Caselotti', 'Harry Stockwell', 'Lucille La Verne', 'Roy Atwell']"
Pitch Perfect 2,Universal Pictures,29000000.0,69216890.0,"May 7, 2015",PG-13,115.0,"['Comedy', 'Music']","[('Domestic', 184296230), ('International', 102847849), ('Worldwide', 287144079)]","['Elizabeth Banks', 'Kay Cannon', 'Mickey Rapkin', 'Elizabeth Banks', 'Paul Brooks', 'Max Handelman', 'Mark Mothersbaugh', 'Jim Denault', 'Craig Alpert', 'Toby Corbett']","['Anna Kendrick', 'Rebel Wilson', 'Hailee Steinfeld', 'Brittany Snow']"
Dances with Wolves,Orion Pictures,22000000.0,598257.0,"November 9, 1990",,181.0,"['Adventure', 'Drama', 'Western']","[('Domestic', 184208848), ('International', 240000000), ('Worldwide', 424208848)]","['Kevin Costner', 'Michael Blake', 'Michael Blake', 'Kevin Costner', 'Jim Wilson', 'John Barry', 'Dean Semler', 'William Hoy', 'Chip Masamitsu', 'Steve Potter', 'Neil Travis', 'Jeffrey Beecroft']","['Kevin Costner', 'Mary McDonnell', 'Graham Greene', 'Rodney A. Grant']"
Batman Forever,Warner Bros.,100000000.0,52784433.0,"June 16, 1995",PG-13,121.0,"['Action', 'Adventure']","[('Domestic', 184069126), ('International', 152498032), ('Worldwide', 336529144)]","['Joel Schumacher', 'Bob Kane', 'Lee Batchler', 'Janet Scott Batchler', 'Lee Batchler', 'Janet Scott Batchler', 'Akiva Goldsman', 'Tim Burton', 'Peter Macgregor-Scott', 'Elliot Goldenthal', 'Stephen Goldblatt', 'Mark Stevens', 'Dennis Virkler', 'Barbara Ling']","['Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey', 'Nicole Kidman']"
