movie_title,domestic_distributor,budget,domestic_opening_sales,earliest_release,rating,runtime_minutes,genres,summary_sales,crew_list,cast_list
The Wedding Singer,New Line Cinema,18000000.0,18865080.0,1998-02-13,PG-13,97.0,"['Comedy', 'Music', 'Romance']","[['Domestic', 80245725], ['International', 43061262], ['Worldwide', 123306987]]","['Frank Coraci', 'Tim Herlihy', 'Jack Giarraputo', 'Robert Simonds', 'Teddy Castellucci', 'Tim Suhrstedt', 'Tom Lewis', 'Perry Andelin Blake']","['Adam Sandler', 'Drew Barrymore', 'Christine Taylor', 'Allen Covert']"
Saw III,Lionsgate,10000000.0,33610391.0,2006-10-27,R,108.0,"['Crime', 'Horror', 'Mystery', 'Thriller']","[['Domestic', 80238724], ['International', 84635551], ['Worldwide', 164874275]]","['Darren Lynn Bousman', 'Leigh Whannell', 'James Wan', 'Leigh Whannell', 'Mark Burg', 'Gregg Hoffman', 'Oren Koules', 'Charlie Clouser', 'David A. Armstrong', 'Kevin Greutert', 'David Hackl']","['Tobin Bell', 'Shawnee Smith', 'Angus Macfadyen', 'Bahar Soomekh']"
The Mummy,Universal Pictures,125000000.0,31688375.0,2017-06-06,PG-13,111.0,"['Action', 'Adventure', 'Fantasy', 'Thriller']","[['Domestic', 80227895], ['International', 329003712], ['Worldwide', 409231607]]","['Alex Kurtzman', 'David Koepp', 'Christopher McQuarrie', 'Dylan Kussman', 'Jon Spaihts', 'Alex Kurtzman', 'Jenny Lumet', 'Sarah Bradshaw', 'Sean Daniel', 'Alex Kurtzman', 'Chris Morgan', 'Brian Tyler', 'Ben Seresin', 'Gina Hirsch', 'Paul Hirsch', 'Andrew Mondshein', 'Jon Hutman', 'Dominic Watkins']","['Tom Cruise', 'Sofia Boutella', 'Annabelle Wallis', 'Russell Crowe']"
Disturbia,DreamWorks,20000000.0,22224982.0,2007-04-12,PG-13,105.0,"['Crime', 'Drama', 'Mystery', 'Thriller']","[['Domestic', 80209692], ['International', 37904528], ['Worldwide', 118114220]]","['D.J. Caruso', 'Christopher Landon', 'Carl Ellsworth', 'Christopher Landon', 'Jackie Marcus Schaffer', 'Joe Medjuck', 'E. Bennett Walsh', 'Geoff Zanelli', 'Rogier Stoffers', 'Jim Page', 'Tom Southwell']","['Shia LaBeouf', 'David Morse', 'Carrie-Anne Moss', 'Sarah Roemer']"
Nacho Libre,Paramount Pictures,35000000.0,28309599.0,2006-06-16,PG,92.0,"['Comedy', 'Family', 'Sport']","[['Domestic', 80197993], ['International', 19057467], ['Worldwide', 99255460]]","['Jared Hess', 'Jared Hess', 'Jerusha Hess', 'Mike White', 'Jack Black', 'David Klawans', 'Julia Pistor', 'Mike White', 'Danny Elfman', 'Xavier Grobet', 'Billy Weber', 'Gideon Ponte']","['Jack Black', 'Ana de la Reguera', 'Héctor Jiménez', 'Darius Rose']"
Jumper,Twentieth Century Fox,85000000.0,27354808.0,2008-02-13,PG-13,88.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","[['Domestic', 80172128], ['International', 144959985], ['Worldwide', 225132113]]","['Doug Liman', 'David S. Goyer', 'Jim Uhls', 'Simon Kinberg', 'Steven Gould', 'Lucas Foster', 'Simon Kinberg', 'Arnon Milchan', 'Jay Sanders', 'John Powell', 'Barry Peterson', 'Saar Klein', 'Dean Zimmerman', 'Don Zimmerman', 'Oliver Scholl']","['Hayden Christensen', 'Samuel L. Jackson', 'Jamie Bell', 'Rachel Bilson']"
Goosebumps,Sony Pictures Entertainment (SPE),58000000.0,23618556.0,2015-10-14,PG,103.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Horror']","[['Domestic', 80080379], ['International', 78181045], ['Worldwide', 158261424]]","['Rob Letterman', 'Darren Lemke', 'Scott Alexander', 'Larry Karaszewski', 'R.L. Stine', 'Deborah Forte', 'Neal H. Moritz', 'Danny Elfman', 'Javier Aguirresarobe', 'Jim May', 'Sean Haworth']","['Jack Black', 'Dylan Minnette', 'Odeya Rush', 'Ryan Lee']"
Jack Reacher,Paramount Pictures,60000000.0,15210156.0,2012-12-20,PG-13,130.0,"['Action', 'Thriller']","[['Domestic', 80070736], ['International', 138269859], ['Worldwide', 218340595]]","['Christopher McQuarrie', 'Lee Child', 'Christopher McQuarrie', 'Tom Cruise', 'Don Granger', 'Gary Levinsohn', 'Paula Wagner', 'Joe Kraemer', 'Caleb Deschanel', 'Kevin Stitt', 'Jim Bissell']","['Tom Cruise', 'Rosamund Pike', 'Richard Jenkins', 'Werner Herzog']"
Cloverfield,Paramount Pictures,25000000.0,40058229.0,2008-01-17,PG-13,85.0,"['Action', 'Horror', 'Sci-Fi', 'Thriller']","[['Domestic', 80048433], ['International', 92345747], ['Worldwide', 172394180]]","['Matt Reeves', 'Drew Goddard', 'J.J. Abrams', 'Bryan Burk', 'Michael Bonvillain', 'Kevin Stitt', 'Martin Whist']","['Mike Vogel', 'Jessica Lucas', 'Lizzy Caplan', 'T.J. Miller']"
Footloose,Paramount Pictures,8200000.0,8556935.0,1984-02-17,,107.0,"['Drama', 'Music', 'Romance']","[['Domestic', 80035402], ['International', 3662], ['Worldwide', 80039064]]","['Herbert Ross', 'Dean Pitchford', 'Lewis J. Rachmil', 'Craig Zadan', 'Ric Waite', 'Paul Hirsch', 'Ron Hobbs']","['Kevin Bacon', 'Lori Singer', 'John Lithgow', 'Dianne Wiest']"
Dear John,Screen Gems,25000000.0,30468614.0,2010-02-05,PG-13,108.0,"['Drama', 'Romance', 'War']","[['Domestic', 80014842], ['International', 34969824], ['Worldwide', 114984666]]","['Lasse Hallström', 'Jamie Linden', 'Nicholas Sparks', 'Marty Bowen', 'Wyck Godfrey', 'Ryan Kavanaugh', 'Deborah Lurie', 'Terry Stacey', 'Kristina Boden', 'Kara Lindstrom']","['Channing Tatum', 'Amanda Seyfried', 'Richard Jenkins', 'Henry Thomas']"
Men in Black: International,Sony Pictures Entertainment (SPE),110000000.0,30035838.0,2019-06-12,PG-13,114.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","[['Domestic', 80001807], ['International', 173888894], ['Worldwide', 253890701]]","['F. Gary Gray', 'Matt Holloway', 'Art Marcum', 'Lowell Cunningham', 'Laurie MacDonald', 'Walter F. Parkes', 'Chris Bacon', 'Danny Elfman', 'Stuart Dryburgh', 'Zene Baker', 'Christian Wagner', 'Matthew Willard', 'Charles Wood']","['Chris Hemsworth', 'Tessa Thompson', 'Kumail Nanjiani', 'Rebecca Ferguson']"
A Star Is Born,Warner Bros.,,,1976-12-19,,139.0,"['Drama', 'Music', 'Romance']","[['Domestic', 80000000], ['International', 80000000]]","['Frank Pierson', 'John Gregory Dunne', 'Joan Didion', 'Frank Pierson', 'William A. Wellman', 'Robert Carson', 'Barbra Streisand', 'Jonathan Axelrod', 'Jay Presson Allen', 'Alvin Sargent', 'Jon Peters', 'Roger Kellaway', 'Robert Surtees', 'Peter Zinner', 'Polly Platt']","['Barbra Streisand', 'Kris Kristofferson', 'Gary Busey', 'Oliver Clark']"
Knowing,Summit Entertainment,50000000.0,24604751.0,2007-05-16,PG-13,121.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']","[['Domestic', 79957634], ['International', 103700864], ['Worldwide', 183658498]]","['Alex Proyas', 'Ryne Douglas Pearson', 'Juliet Snowden', 'Stiles White', 'Ryne Douglas Pearson', 'Todd Black', 'Jason Blumenthal', 'Alex Proyas', 'Steve Tisch', 'Marco Beltrami', 'Simon Duggan', 'Richard Learoyd', 'Steven Jones-Evans']","['Nicolas Cage', 'Chandler Canterbury', 'Rose Byrne', 'Lara Robinson']"
