movie_title,domestic_distributor,budget,domestic_opening_sales,earliest_release,rating,runtime_minutes,genres,summary_sales,crew_list,cast_list
Bad Moms,STX Entertainment,20000000.0,23817340.0,"July 28, 2016",R,100.0,['Comedy'],"[('Domestic', 113257297), ('International', 70678777), ('Worldwide', 183936074)]","['Jon Lucas', 'Scott Moore', 'Jon Lucas', 'Scott Moore', 'Bill Block', 'Suzanne Todd', 'Christopher Lennertz', 'Jim Denault', 'Emma E. Hickox', 'James Thomas', 'Marcia Hinds']","['Mila Kunis', 'Kathryn Hahn', 'Kristen Bell', 'Christina Applegate']"
The Bourne Legacy,Universal Pictures,125000000.0,38142825.0,"August 8, 2012",PG-13,135.0,"['Action', 'Adventure', 'Thriller']","[('Domestic', 113203870), ('International', 162940880), ('Worldwide', 276144750)]","['Tony Gilroy', 'Tony Gilroy', 'Dan Gilroy', 'Tony Gilroy', 'Robert Ludlum', 'Patrick Crowley', 'Frank Marshall', 'Ben Smith', 'Jeffrey M. Weiner', 'James Newton Howard', 'Robert Elswit', 'John Gilroy', 'Kevin Thompson']","['Jeremy Renner', 'Rachel Weisz', 'Edward Norton', 'Scott Glenn']"
The Pacifier,Walt Disney Studios Motion Pictures,56000000.0,30552694.0,"March 4, 2005",PG,95.0,"['Action', 'Comedy', 'Drama', 'Family']","[('Domestic', 113086868), ('International', 85550000), ('Worldwide', 198636868)]","['Adam Shankman', 'Thomas Lennon', 'Robert Ben Garant', 'Gary Barber', 'Roger Birnbaum', 'Jonathan Glickman', 'John Debney', 'Peter James', 'Christopher Greenbury', 'Linda DeScenna']","['Vin Diesel', 'Brittany Snow', 'Max Thieriot', 'Brad Garrett']"
Dr. Dolittle 2,Twentieth Century Fox,70000000.0,25037039.0,"June 22, 2001",PG,87.0,"['Comedy', 'Family', 'Fantasy']","[('Domestic', 112952899), ('International', 63151445), ('Worldwide', 176104344)]","['Steve Carr', 'Hugh Lofting', 'Larry Levin', 'John Davis', 'Joseph Singer', 'David Newman', 'Daryn Okada', 'Craig Herring', 'William Sandell']","['Eddie Murphy', 'Cedric the Entertainer', 'Kristen Wilson', 'Raven-Symoné']"
The Rocky Horror Picture Show,Twentieth Century Fox,,,"September 26, 1975",,100.0,"['Comedy', 'Musical']","[('Domestic', 112892319), ('International', 360887), ('Worldwide', 113253206)]","['Jim Sharman', ""Richard O'Brien"", 'Jim Sharman', ""Richard O'Brien"", 'Michael White', 'Peter Suschitzky', 'Graeme Clifford', 'Brian Thomson']","['Tim Curry', 'Susan Sarandon', 'Barry Bostwick', ""Richard O'Brien""]"
It's Complicated,Universal Pictures,85000000.0,22100820.0,"December 23, 2009",R,121.0,"['Comedy', 'Drama', 'Romance']","[('Domestic', 112735375), ('International', 106368280), ('Worldwide', 219103655)]","['Nancy Meyers', 'Nancy Meyers', 'Nancy Meyers', 'Scott Rudin', 'Heitor Pereira', 'Hans Zimmer', 'John Toll', 'Joe Hutshing', 'David Moritz', 'Jon Hutman']","['Meryl Streep', 'Steve Martin', 'Alec Baldwin', 'John Krasinski']"
Spy Kids,Miramax,35000000.0,26546881.0,"March 30, 2001",PG,88.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']","[('Domestic', 112719001), ('International', 35215179), ('Worldwide', 147934180)]","['Robert Rodriguez', 'Robert Rodriguez', 'Elizabeth Avellan', 'Robert Rodriguez', 'John Debney', 'Danny Elfman', 'Harry Gregson-Williams', 'Los Lobos', 'Robert Rodriguez', 'Guillermo Navarro', 'Robert Rodriguez', 'Cary White']","['Alexa PenaVega', 'Daryl Sabara', 'Antonio Banderas', 'Carla Gugino']"
Ghostbusters II,Columbia Pictures,,29472894.0,"June 16, 1989",,108.0,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']","[('Domestic', 112494738), ('International', 102900000), ('Worldwide', 215394738)]","['Ivan Reitman', 'Dan Aykroyd', 'Harold Ramis', 'Harold Ramis', 'Dan Aykroyd', 'Ivan Reitman', 'Randy Edelman', 'Michael Chapman', 'Donn Cambern', 'Sheldon Kahn', 'Bo Welch']","['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver', 'Harold Ramis']"
Face/Off,Paramount Pictures,80000000.0,23387530.0,"June 27, 1997",R,138.0,"['Action', 'Crime', 'Sci-Fi', 'Thriller']","[('Domestic', 112276146), ('International', 133400000), ('Worldwide', 245676146)]","['John Woo', 'Mike Werb', 'Michael Colleary', 'Terence Chang', 'Christopher Godsick', 'Barrie M. Osborne', 'David Permut', 'John Powell', 'Oliver Wood', 'Steven Kemper', 'Christian Wagner', 'Neil Spisak']","['John Travolta', 'Nicolas Cage', 'Joan Allen', 'Alessandro Nivola']"
The Hangover Part III,Warner Bros.,103000000.0,41671198.0,"May 23, 2013",R,100.0,"['Comedy', 'Crime']","[('Domestic', 112200072), ('International', 249800000), ('Worldwide', 362000072)]","['Todd Phillips', 'Todd Phillips', 'Craig Mazin', 'Jon Lucas', 'Scott Moore', 'Daniel Goldberg', 'Todd Phillips', 'Christophe Beck', 'Lawrence Sher', 'Jeff Groth', 'Debra Neil-Fisher', 'Maher Ahmad', 'Raj Uppal']","['Bradley Cooper', 'Zach Galifianakis', 'Ed Helms', 'Justin Bartha']"
Twins,Universal Pictures,15000000.0,11174980.0,"December 9, 1988",,107.0,"['Comedy', 'Crime']","[('Domestic', 111938388), ('International', 104676000), ('Worldwide', 216614388)]","['Ivan Reitman', 'William Davies', 'William Osborne', 'Timothy Harris', 'Herschel Weingrod', 'Ivan Reitman', 'Georges Delerue', 'Randy Edelman', 'Andrzej Bartkowiak', 'Donn Cambern', 'Sheldon Kahn', 'Jim Bissell']","['Arnold Schwarzenegger', 'Danny DeVito', 'Kelly Preston', 'Chloe Webb']"
Spy Kids 3,Dimension Films,38000000.0,32500000.0,"July 25, 2003",PG,84.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']","[('Domestic', 111761982), ('International', 85339696), ('Worldwide', 197101678)]","['Robert Rodriguez', 'Robert Rodriguez', 'Elizabeth Avellan', 'Robert Rodriguez', 'Robert Rodriguez', 'Robert Rodriguez', 'Robert Rodriguez', 'Robert Rodriguez']","['Daryl Sabara', 'Alexa PenaVega', 'Antonio Banderas', 'Carla Gugino']"
Doctor Zhivago,Metro-Goldwyn-Mayer (MGM),,,"December 22, 1965",PG-13,197.0,"['Drama', 'Romance', 'War']","[('Domestic', 111721910), ('International', 198774), ('Worldwide', 111920684)]","['David Lean', 'Boris Pasternak', 'Robert Bolt', 'Carlo Ponti', 'Maurice Jarre', 'Freddie Young', 'Norman Savage', 'John Box']","['Omar Sharif', 'Julie Christie', 'Geraldine Chaplin', 'Rod Steiger']"
Enemy of the State,Walt Disney Studios Motion Pictures,90000000.0,20038573.0,"November 20, 1998",R,132.0,"['Action', 'Thriller']","[('Domestic', 111549836), ('International', 139299953), ('Worldwide', 250849789)]","['Tony Scott', 'David Marconi', 'Jerry Bruckheimer', 'Harry Gregson-Williams', 'Trevor Rabin', 'Dan Mindel', 'Chris Lebenzon', 'Benjamín Fernández']","['Will Smith', 'Gene Hackman', 'Jon Voight', 'Lisa Bonet']"
The Little Mermaid,Walt Disney Studios Motion Pictures,,6031914.0,"November 17, 1989",,83.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']","[('Domestic', 111543479), ('International', 99800000), ('Worldwide', 211343479)]","['Ron Clements', 'John Musker', 'John Musker', 'Ron Clements', 'Hans Christian Andersen', 'Howard Ashman', 'Gerrit Graham', 'Sam Graham', 'Chris Hubbell', 'Howard Ashman', 'John Musker', 'Alan Menken', 'Mark A. Hester']","['Jodi Benson', 'Samuel E. Wright', 'Rene Auberjonois', 'Christopher Daniel Barnes']"
Mr. Peabody & Sherman,Twentieth Century Fox,145000000.0,32207057.0,"February 7, 2014",PG,92.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']","[('Domestic', 111506430), ('International', 164191609), ('Worldwide', 275698039)]","['Rob Minkoff', 'Jay Ward', 'Craig Wright', 'Robert Ben Garant', 'Thomas Lennon', 'Ted Key', 'Michael McCullers', 'Denise Nolan Cascino', 'Alex Schwartz', 'Danny Elfman', 'Mike Andrews', 'David James', 'Timothy Lamb', 'Ruben Perez', 'Alexandre Puvilland', 'Priscilla Wong']","['Ty Burrell', 'Max Charles', 'Stephen Colbert', 'Leslie Mann']"
Porky's,Twentieth Century Fox,,7623988.0,"March 19, 1982",,94.0,['Comedy'],"[('Domestic', 111289673), ('International', 111289673)]","['Bob Clark', 'Bob Clark', 'Don Carmody', 'Bob Clark', 'Paul Zaza', 'Carl Zittrer', 'Reginald H. Morris', 'Stan Cole', 'Reuben Freed']","['Dan Monahan', 'Mark Herrier', 'Wyatt Knight', 'Roger Wilson']"
The Last Samurai,Warner Bros.,140000000.0,24271354.0,"December 5, 2003",R,154.0,"['Action', 'Drama']","[('Domestic', 111127263), ('International', 343500000), ('Worldwide', 454627263)]","['Edward Zwick', 'John Logan', 'John Logan', 'Edward Zwick', 'Marshall Herskovitz', 'Tom Cruise', 'Tom Engelman', 'Marshall Herskovitz', 'Scott Kroopf', 'Paula Wagner', 'Edward Zwick', 'Hans Zimmer', 'John Toll', 'Victor Du Bois', 'Steven Rosenblum', 'Lilly Kilvert']","['Tom Cruise', 'Ken Watanabe', 'Billy Connolly', 'William Atherton']"
Glass,Universal Pictures,20000000.0,40328920.0,"January 16, 2019",PG-13,129.0,"['Drama', 'Sci-Fi', 'Thriller']","[('Domestic', 111048468), ('International', 135950571), ('Worldwide', 246999039)]","['M. Night Shyamalan', 'M. Night Shyamalan', 'Marc Bienstock', 'Jason Blum', 'Ashwin Rajan', 'M. Night Shyamalan', 'West Dylan Thordson', 'Mike Gioulakis', 'Luke Ciarrocchi', 'Blu Murray', 'Alan Lampert', 'Chris Trujillo']","['James McAvoy', 'Bruce Willis', 'Samuel L. Jackson', 'Anya Taylor-Joy']"
Spy,Twentieth Century Fox,65000000.0,29085719.0,"May 21, 2015",R,,"['Action', 'Comedy']","[('Domestic', 110825712), ('International', 124840507), ('Worldwide', 235666219)]","['Paul Feig', 'Paul Feig', 'Peter Chernin', 'Paul Feig', 'Jessie Henderson', 'Jenno Topping', 'Theodore Shapiro', 'Robert D. Yeoman', 'Melissa Bretherton', 'Brent White', 'Jefferson Sage']","['Melissa McCarthy', 'Rose Byrne', 'Jude Law', 'Jason Statham']"
Tropic Thunder,DreamWorks,92000000.0,25812796.0,"August 13, 2008",R,107.0,"['Action', 'Comedy', 'War']","[('Domestic', 110515313), ('International', 85187650), ('Worldwide', 195702963)]","['Ben Stiller', 'Justin Theroux', 'Ben Stiller', 'Etan Cohen', 'Ben Stiller', 'Justin Theroux', 'Stuart Cornfeld', 'Eric McLeod', 'Ben Stiller', 'Theodore Shapiro', 'John Toll', 'Greg Hayden', 'Jeff Mann']","['Ben Stiller', 'Jack Black', 'Robert Downey Jr.', 'Jeff Kahn']"
Godzilla: King of the Monsters,Warner Bros.,170000000.0,47776293.0,"May 29, 2019",PG-13,132.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","[('Domestic', 110500138), ('International', 276100000), ('Worldwide', 386600138)]","['Michael Dougherty', 'Michael Dougherty', 'Zach Shields', 'Max Borenstein', 'Michael Dougherty', 'Zach Shields', 'Alex Garcia', 'Jon Jashni', 'Mary Parent', 'Brian Rogers', 'Thomas Tull', 'Bear McCreary', 'Lawrence Sher', 'Roger Barton', 'Bob Ducsay', 'Richard Pearson', 'Scott Chambliss']","['Kyle Chandler', 'Vera Farmiga', 'Millie Bobby Brown', 'Ken Watanabe']"
Valentine's Day,Warner Bros.,52000000.0,56260707.0,"February 10, 2010",PG-13,125.0,"['Comedy', 'Romance']","[('Domestic', 110485654), ('International', 106000000), ('Worldwide', 216485654)]","['Garry Marshall', 'Katherine Fugate', 'Katherine Fugate', 'Abby Kohn', 'Marc Silverstein', 'Mike Karz', 'Wayne Allan Rice', 'John Debney', 'Charles Minsky', 'Bruce Green', 'Albert Brenner']","['Julia Roberts', 'Jamie Foxx', 'Anne Hathaway', 'Jessica Alba']"
The Grudge,Sony Pictures Entertainment (SPE),10000000.0,39128715.0,"October 22, 2004",PG-13,91.0,"['Horror', 'Mystery', 'Thriller']","[('Domestic', 110359362), ('International', 76921753), ('Worldwide', 187281115)]","['Takashi Shimizu', 'Stephen Susco', 'Takashi Shimizu', 'Takashige Ichise', 'Sam Raimi', 'Rob Tapert', 'Christopher Young', 'Hideo Yamamoto', 'Jeff Betancourt', 'Iwao Saitô']","['Sarah Michelle Gellar', 'Jason Behr', 'Clea DuVall', 'William Mapother']"
Fun with Dick and Jane,Sony Pictures Entertainment (SPE),100000000.0,14383515.0,"December 21, 2005",PG-13,90.0,"['Comedy', 'Crime']","[('Domestic', 110332737), ('International', 94349162), ('Worldwide', 204681899)]","['Dean Parisot', 'Judd Apatow', 'Nicholas Stoller', 'Gerald Gaiser', 'Judd Apatow', 'Nicholas Stoller', 'Gerald Gaiser', 'David Giler', 'Jerry Belson', 'Mordecai Richler', 'Jim Carrey', 'Brian Grazer', 'Theodore Shapiro', 'Jerzy Zielinski', 'Don Zimmerman', 'Barry Robison']","['Jim Carrey', 'Téa Leoni', 'Alec Baldwin', 'Richard Jenkins']"
Freaky Friday,Walt Disney Studios Motion Pictures,20000000.0,22203007.0,"August 6, 2003",PG,97.0,"['Comedy', 'Family', 'Fantasy', 'Music', 'Romance']","[('Domestic', 110230332), ('International', 50616000), ('Worldwide', 160846332)]","['Mark Waters', 'Mary Rodgers', 'Heather Hach', 'Leslie Dixon', 'Andrew Gunn', 'Rolfe Kent', 'Oliver Wood', 'Bruce Green', 'Cary White']","['Jamie Lee Curtis', 'Lindsay Lohan', 'Mark Harmon', 'Harold Gould']"
Trainwreck,Universal Pictures,35000000.0,30097040.0,"July 17, 2015",R,125.0,"['Comedy', 'Drama', 'Romance']","[('Domestic', 110212700), ('International', 30583093), ('Worldwide', 140795793)]","['Judd Apatow', 'Amy Schumer', 'Judd Apatow', 'Barry Mendel', 'Jon Brion', 'Jody Lee Lipes', 'William Kerr', 'Paul Zucker', 'Kevin Thompson']","['Amy Schumer', 'Bill Hader', 'Brie Larson', 'Colin Quinn']"
Bedtime Stories,Walt Disney Studios Motion Pictures,80000000.0,27450296.0,"December 24, 2008",PG,99.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance', 'Sci-Fi']","[('Domestic', 110101975), ('International', 102772889), ('Worldwide', 212874864)]","['Adam Shankman', 'Matt Lopez', 'Tim Herlihy', 'Matt Lopez', 'Jack Giarraputo', 'Andrew Gunn', 'Adam Sandler', 'Rupert Gregson-Williams', 'Michael Barrett', 'Tom Costain', 'Michael Tronick', 'Linda DeScenna']","['Adam Sandler', 'Keri Russell', 'Courteney Cox', 'Guy Pearce']"
Scary Movie 3,Dimension Films,48000000.0,49700000.0,"October 24, 2003",PG-13,84.0,"['Comedy', 'Horror']","[('Domestic', 110003217), ('International', 110670000), ('Worldwide', 220673217)]","['David Zucker', 'Craig Mazin', 'Pat Proft', 'Shawn Wayans', 'Marlon Wayans', 'Buddy Johnson', 'Phil Beauman', 'Jason Friedberg', 'Aaron Seltzer', 'Robert K. Weiss', 'James L. Venable', 'Mark Irwin', 'Malcolm Campbell', 'Jon Poll', 'William A. Elliott']","['Anna Faris', 'Charlie Sheen', 'Regina Hall', 'Pamela Anderson']"
Creed,Warner Bros.,35000000.0,29632823.0,"November 25, 2015",PG-13,133.0,"['Drama', 'Sport']","[('Domestic', 109767581), ('International', 63800000), ('Worldwide', 173567581)]","['Ryan Coogler', 'Ryan Coogler', 'Aaron Covington', 'Ryan Coogler', 'Sylvester Stallone', 'Robert Chartoff', 'William Chartoff', 'Sylvester Stallone', 'Kevin King Templeton', 'Charles Winkler', 'David Winkler', 'Irwin Winkler', 'Ludwig Göransson', 'Maryse Alberti', 'Claudia Castello', 'Michael P. Shawver', 'Hannah Beachler']","['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson', 'Phylicia Rashad']"
Star Trek IV: The Voyage Home,Paramount Pictures,,16881888.0,"November 26, 1986",PG,119.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","[('Domestic', 109713132), ('International', 109713132)]","['Leonard Nimoy', 'Gene Roddenberry', 'Leonard Nimoy', 'Harve Bennett', 'Steve Meerson', 'Peter Krikes', 'Harve Bennett', 'Nicholas Meyer', 'Harve Bennett', 'Leonard Rosenman', 'Donald Peterman', 'Peter E. Berger', 'Jack T. Collis']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan']"
The 40,Universal Pictures,26000000.0,21422815.0,"August 19, 2005",R,116.0,"['Comedy', 'Romance']","[('Domestic', 109449237), ('International', 67929408), ('Worldwide', 177378645)]","['Judd Apatow', 'Judd Apatow', 'Steve Carell', 'Judd Apatow', 'Shauna Robertson', 'Clayton Townsend', 'Lyle Workman', 'Jack N. Green', 'Brent White', 'Jackson De Govia']","['Steve Carell', 'Catherine Keener', 'Paul Rudd', 'Romany Malco']"
Crocodile Dundee II,Paramount Pictures,,24462976.0,"May 25, 1988",,108.0,"['Action', 'Adventure', 'Comedy']","[('Domestic', 109306210), ('International', 130300000), ('Worldwide', 239606210)]","['John Cornell', 'Paul Hogan', 'Paul Hogan', 'Brett Hogan', 'John Cornell', 'Jane Scott', 'Peter Best', 'Russell Boyd', 'David Stiven', 'Lawrence Eastwood']","['Paul Hogan', 'Linda Kozlowski', 'John Meillon', 'Ernie Dingo']"
Couples Retreat,Universal Pictures,70000000.0,34286740.0,"October 8, 2009",PG-13,113.0,['Comedy'],"[('Domestic', 109204945), ('International', 62639895), ('Worldwide', 171844840)]","['Peter Billingsley', 'Jon Favreau', 'Vince Vaughn', 'Dana Fox', 'Scott Stuber', 'Vince Vaughn', 'A.R. Rahman', 'Eric Alan Edwards', 'Dan Lebental', 'Shepherd Frankel']","['Vince Vaughn', 'Malin Akerman', 'Jon Favreau', 'Jason Bateman']"
One Flew Over the Cuckoo's Nest,United Artists,3000000.0,,"November 20, 1975",,133.0,['Drama'],"[('Domestic', 108981275), ('International', 16354), ('Worldwide', 108997629)]","['Milos Forman', 'Lawrence Hauben', 'Bo Goldman', 'Ken Kesey', 'Dale Wasserman', 'Michael Douglas', 'Saul Zaentz', 'Jack Nitzsche', 'Haskell Wexler', 'Sheldon Kahn', 'Lynzee Klingman', 'Paul Sylbert']","['Jack Nicholson', 'Louise Fletcher', 'Michael Berryman', 'Peter Brocco']"
A Time to Kill,Warner Bros.,,14823159.0,"July 24, 1996",R,149.0,"['Crime', 'Drama', 'Thriller']","[('Domestic', 108766007), ('International', 43500000), ('Worldwide', 152266007)]","['Joel Schumacher', 'John Grisham', 'Akiva Goldsman', 'John Grisham', 'Hunt Lowry', 'Arnon Milchan', 'Michael G. Nathanson', 'Elliot Goldenthal', 'Peter Menzies Jr.', 'William Steinkamp', 'Larry Fulton']","['Matthew McConaughey', 'Sandra Bullock', 'Samuel L. Jackson', 'Kevin Spacey']"
Black Hawk Down,Revolution Studios,92000000.0,179823.0,"December 28, 2001",R,144.0,"['Drama', 'History', 'War']","[('Domestic', 108638745), ('International', 64350906), ('Worldwide', 172989651)]","['Ridley Scott', 'Mark Bowden', 'Ken Nolan', 'Jerry Bruckheimer', 'Ridley Scott', 'Hans Zimmer', 'Slawomir Idziak', 'Pietro Scalia', 'Arthur Max']","['Josh Hartnett', 'Ewan McGregor', 'Tom Sizemore', 'Eric Bana']"
Terms of Endearment,Paramount Pictures,8000000.0,3498813.0,"November 23, 1983",,132.0,"['Comedy', 'Drama']","[('Domestic', 108423489), ('International', 108423489)]","['James L. Brooks', 'Larry McMurtry', 'James L. Brooks', 'James L. Brooks', 'Michael Gore', 'Andrzej Bartkowiak', 'Richard Marks', 'Polly Platt']","['Shirley MacLaine', 'Debra Winger', 'Jack Nicholson', 'Danny DeVito']"
Ace Ventura: When Nature Calls,Warner Bros.,,37804076.0,"November 10, 1995",PG-13,90.0,"['Adventure', 'Comedy', 'Crime']","[('Domestic', 108385533), ('International', 104000000), ('Worldwide', 212385533)]","['Steve Oedekerk', 'Jack Bernstein', 'Steve Oedekerk', 'James G. Robinson', 'Robert Folk', 'Donald E. Thorin', 'Malcolm Campbell', 'Stephen J. Lineweaver']","['Jim Carrey', 'Ian McNeice', 'Simon Callow', 'Maynard Eziashi']"
The Upside,STX Entertainment,37500000.0,20355000.0,"January 10, 2019",PG-13,126.0,"['Comedy', 'Drama']","[('Domestic', 108252517), ('International', 17603663), ('Worldwide', 125856180)]","['Neil Burger', 'Jon Hartmere', 'Éric Toledano', 'Olivier Nakache', 'Todd Black', 'Jason Blumenthal', 'Steve Tisch', 'Rob Simonsen', 'Stuart Dryburgh', 'Naomi Geraghty', 'Mark Friedberg']","['Kevin Hart', 'Bryan Cranston', 'Nicole Kidman', 'Aja Naomi King']"
The Princess Diaries,Walt Disney Studios Motion Pictures,26000000.0,22862269.0,"August 3, 2001",G,111.0,"['Comedy', 'Family', 'Romance']","[('Domestic', 108248956), ('International', 57086197), ('Worldwide', 165335153)]","['Garry Marshall', 'Meg Cabot', 'Gina Wendkos', 'Debra Martin Chase', 'Whitney Houston', 'Mario Iscovich', 'John Debney', 'Karl Walter Lindenlaub', 'Bruce Green', 'Mayne Berke']","['Julie Andrews', 'Anne Hathaway', 'Hector Elizondo', 'Heather Matarazzo']"
