movie_title,domestic_distributor,budget,domestic_opening_sales,earliest_release,rating,runtime_minutes,genres,summary_sales,crew_list,cast_list
Superman II,Warner Bros.,54000000.0,14100523.0,"June 19, 1981",PG,127.0,"['Action', 'Adventure', 'Sci-Fi']","[('Domestic', 108185706), ('International', 108185706)]","['Richard Lester', 'Richard Donner', 'Jerry Siegel', 'Joe Shuster', 'Mario Puzo', 'Mario Puzo', 'David Newman', 'Leslie Newman', 'Tom Mankiewicz', 'Pierre Spengler', 'Ken Thorne', 'Robert Paynter', 'Geoffrey Unsworth', 'John Victor Smith', 'John Barry', 'Peter Murton']","['Gene Hackman', 'Christopher Reeve', 'Margot Kidder', 'Ned Beatty']"
Little Women,Sony Pictures Entertainment (SPE),40000000.0,16755310.0,"December 25, 2019",PG,135.0,"['Drama', 'Romance']","[('Domestic', 108101214), ('International', 108500000), ('Worldwide', 216601214)]","['Greta Gerwig', 'Greta Gerwig', 'Louisa May Alcott', 'Denise Di Novi', 'Amy Pascal', 'Robin Swicord', 'Alexandre Desplat', 'Yorick Le Saux', 'Nick Houy', 'Jess Gonchor']","['Saoirse Ronan', 'Emma Watson', 'Florence Pugh', 'Eliza Scanlen']"
Hop,Universal Pictures,63000000.0,37543710.0,"March 30, 2011",PG,95.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","[('Domestic', 108085305), ('International', 75868418), ('Worldwide', 183953723)]","['Tim Hill', 'Cinco Paul', 'Ken Daurio', 'Brian Lynch', 'Cinco Paul', 'Ken Daurio', 'Michele Imperato', 'Christopher Meledandri', 'Christopher Lennertz', 'Peter Lyons Collister', 'Peter S. Elliot', 'Gregory Perler', 'Richard Holland']","['Russell Brand', 'James Marsden', 'Elizabeth Perkins', 'Kaley Cuoco']"
Pulp Fiction,Miramax,8000000.0,9311882.0,"October 14, 1994",R,154.0,"['Crime', 'Drama']","[('Domestic', 107928762), ('International', 106000000), ('Worldwide', 213928762)]","['Quentin Tarantino', 'Quentin Tarantino', 'Roger Avary', 'Quentin Tarantino', 'Lawrence Bender', 'Andrzej Sekula', 'Sally Menke', 'David Wasco']","['John Travolta', 'Uma Thurman', 'Samuel L. Jackson', 'Bruce Willis']"
Paranormal Activity,Paramount Pictures,15000.0,77873.0,"September 25, 2009",R,86.0,"['Horror', 'Mystery']","[('Domestic', 107918810), ('International', 85436990), ('Worldwide', 193355800)]","['Oren Peli', 'Oren Peli', 'Jason Blum', 'Oren Peli', 'Oren Peli', 'Oren Peli']","['Katie Featherston', 'Micah Sloat', 'Mark Fredrichs', 'Amber Armstrong']"
Baby Driver,TriStar Pictures,34000000.0,20553320.0,"June 28, 2017",R,113.0,"['Action', 'Crime', 'Drama', 'Music', 'Thriller']","[('Domestic', 107825862), ('International', 119119225), ('Worldwide', 226945087)]","['Edgar Wright', 'Edgar Wright', 'Tim Bevan', 'Eric Fellner', 'Nira Park', 'Steven Price', 'Bill Pope', 'Jonathan Amos', 'Paul Machliss', 'Marcus Rowland']","['Ansel Elgort', 'Jon Bernthal', 'Jon Hamm', 'Eiza González']"
A League of Their Own,Sony Pictures Entertainment (SPE),40000000.0,13739456.0,"July 1, 1992",PG,128.0,"['Comedy', 'Drama', 'Sport']","[('Domestic', 107533928), ('International', 24906141), ('Worldwide', 132440069)]","['Penny Marshall', 'Kim Wilson', 'Kelly Candaele', 'Lowell Ganz', 'Babaloo Mandel', 'Elliot Abbott', 'Robert Greenhut', 'Hans Zimmer', 'Miroslav Ondrícek', 'Adam Bernardi', 'George Bowers', 'Bill Groom']","['Tom Hanks', 'Geena Davis', 'Lori Petty', 'Madonna']"
Epic,Twentieth Century Fox,100000000.0,33531068.0,"May 16, 2013",PG,102.0,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Mystery', 'Thriller']","[('Domestic', 107518682), ('International', 160907952), ('Worldwide', 268426634)]","['Chris Wedge', 'James V. Hart', 'William Joyce', 'Daniel Shere', 'Tom J. Astle', 'Matt Ember', 'William Joyce', 'James V. Hart', 'Chris Wedge', 'William Joyce', 'Jerry Davis', 'Lori Forte', 'Danny Elfman', 'Renato Falcão', 'Andy Keir', 'Greg Couch', 'William Joyce']","['Amanda Seyfried', 'Josh Hutcherson', 'Beyoncé', 'Colin Farrell']"
Watchmen,Warner Bros.,130000000.0,55214334.0,"March 4, 2009",R,162.0,"['Action', 'Drama', 'Mystery', 'Sci-Fi']","[('Domestic', 107509799), ('International', 77873014), ('Worldwide', 185382813)]","['Zack Snyder', 'David Hayter', 'Alex Tse', 'Dave Gibbons', 'Alan Moore', 'Lawrence Gordon', 'Lloyd Levin', 'Deborah Snyder', 'Tyler Bates', 'Larry Fong', 'William Hoy', 'Alex McDowell']","['Jackie Earle Haley', 'Patrick Wilson', 'Carla Gugino', 'Malin Akerman']"
The Angry Birds Movie,Sony Pictures Entertainment (SPE),73000000.0,38155177.0,"May 11, 2016",PG,97.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']","[('Domestic', 107509366), ('International', 244824563), ('Worldwide', 352333929)]","['Clay Kaytis', 'Fergal Reilly', 'Jon Vitti', 'Mikael Hed', 'Mikko Pöllä', 'John Cohen', 'Mikael Hed', 'John Cohen', 'Sean Mullen', 'Catherine Winder', 'Heitor Pereira', 'Kent Beyda', 'Ally Garrett', 'Pete Oswald']","['Jason Sudeikis', 'Josh Gad', 'Danny McBride', 'Maya Rudolph']"
Batman & Robin,Warner Bros.,125000000.0,42872605.0,"June 20, 1997",PG-13,125.0,"['Action', 'Sci-Fi']","[('Domestic', 107353792), ('International', 130881927), ('Worldwide', 238207122)]","['Joel Schumacher', 'Bob Kane', 'Akiva Goldsman', 'Peter Macgregor-Scott', 'Elliot Goldenthal', 'Stephen Goldblatt', 'Mark Stevens', 'Dennis Virkler', 'Barbara Ling']","['Arnold Schwarzenegger', 'George Clooney', ""Chris O'Donnell"", 'Uma Thurman']"
Captain Phillips,Sony Pictures Entertainment (SPE),55000000.0,25718314.0,"October 11, 2013",PG-13,134.0,"['Adventure', 'Biography', 'Crime', 'Drama', 'Thriller']","[('Domestic', 107100855), ('International', 111690956), ('Worldwide', 218791811)]","['Paul Greengrass', 'Billy Ray', 'Richard Phillips', 'Stephan Talty', 'Dana Brunetti', 'Michael De Luca', 'Scott Rudin', 'Henry Jackman', 'Barry Ackroyd', 'Christopher Rouse', 'Paul Kirby']","['Tom Hanks', 'Barkhad Abdi', 'Barkhad Abdirahman', 'Catherine Keener']"
Black Swan,Fox Searchlight Pictures,13000000.0,1443809.0,"December 3, 2010",R,108.0,"['Drama', 'Thriller']","[('Domestic', 106954678), ('International', 222443368), ('Worldwide', 329398046)]","['Darren Aronofsky', 'Mark Heyman', 'Andres Heinz', 'John J. McLaughlin', 'Andres Heinz', 'Scott Franklin', 'Mike Medavoy', 'Arnold Messer', 'Brian Oliver', 'Clint Mansell', 'Matthew Libatique', 'Andrew Weisblum', 'Thérèse DePrez']","['Natalie Portman', 'Mila Kunis', 'Vincent Cassel', 'Winona Ryder']"
Analyze This,Warner Bros.,80000000.0,18383507.0,"March 5, 1999",R,103.0,"['Comedy', 'Crime']","[('Domestic', 106885658), ('International', 70000000), ('Worldwide', 176885658)]","['Harold Ramis', 'Kenneth Lonergan', 'Peter Tolan', 'Peter Tolan', 'Harold Ramis', 'Kenneth Lonergan', 'Jane Rosenthal', 'Paula Weinstein', 'Howard Shore', 'Stuart Dryburgh', 'Craig Herring', 'Christopher Tellefsen', 'Wynn Thomas']","['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow', 'Chazz Palminteri']"
Chicken Run,DreamWorks Distribution,45000000.0,17506162.0,"June 23, 2000",,84.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']","[('Domestic', 106834564), ('International', 118000000), ('Worldwide', 224834564)]","['Peter Lord', 'Nick Park', 'Peter Lord', 'Nick Park', 'Karey Kirkpatrick', 'Mark Burton', ""John O'Farrell"", 'Peter Lord', 'Nick Park', 'David Sproxton', 'Harry Gregson-Williams', 'John Powell', 'Simon Jacobs', 'Andy MacCormack', 'Tristan Oliver', 'Frank Passingham', 'Dave Alex Riddett', 'Paul Smith', 'Robert Francis', 'Tamsin Parry', 'Mark Solomon', 'Phil Lewis']","['Mel Gibson', 'Julia Sawalha', 'Phil Daniels', 'Lynn Ferguson']"
Miss Congeniality,Warner Bros.,45000000.0,10046534.0,"December 22, 2000",PG-13,109.0,"['Action', 'Comedy', 'Crime', 'Romance']","[('Domestic', 106807667), ('International', 105935053), ('Worldwide', 212742720)]","['Donald Petrie', 'Marc Lawrence', 'Katie Ford', 'Caryn Lucas', 'Sandra Bullock', 'Edward Shearmur', 'László Kovács', 'Billy Weber', 'Peter S. Larkin']","['Sandra Bullock', 'Michael Caine', 'Benjamin Bratt', 'Candice Bergen']"
Indecent Proposal,Paramount Pictures,,18387632.0,"April 9, 1993",R,117.0,"['Drama', 'Romance']","[('Domestic', 106614059), ('International', 160000000), ('Worldwide', 266614059)]","['Adrian Lyne', 'Jack Engelhard', 'Amy Holden Jones', 'Sherry Lansing', 'John Barry', 'Howard Atherton', 'Joe Hutshing', 'Mel Bourne']","['Robert Redford', 'Demi Moore', 'Woody Harrelson', 'Seymour Cassel']"
Driving Miss Daisy,Warner Bros.,,73745.0,"December 15, 1989",,99.0,['Drama'],"[('Domestic', 106593296), ('International', 39200000), ('Worldwide', 145793296)]","['Bruce Beresford', 'Alfred Uhry', 'Alfred Uhry', 'Lili Fini Zanuck', 'Richard D. Zanuck', 'Hans Zimmer', 'Peter James', 'Mark Warner', 'Bruno Rubeo']","['Morgan Freeman', 'Jessica Tandy', 'Dan Aykroyd', 'Patti LuPone']"
300: Rise of an Empire,Warner Bros.,110000000.0,45038460.0,"March 5, 2014",R,102.0,"['Action', 'Drama']","[('Domestic', 106580051), ('International', 231000000), ('Worldwide', 337580051)]","['Noam Murro', 'Zack Snyder', 'Kurt Johnstad', 'Frank Miller', 'Mark Canton', 'Bernie Goldmann', 'Gianni Nunnari', 'Deborah Snyder', 'Zack Snyder', 'Junkie XL', 'Simon Duggan', 'David Brenner', 'Wyatt Smith', 'Patrick Tatopoulos']","['Sullivan Stapleton', 'Eva Green', 'Lena Headey', 'Hans Matheson']"
Love Story,Paramount Pictures,,,"December 16, 1970",PG,100.0,"['Drama', 'Romance']","[('Domestic', 106550690), ('International', 106550690)]","['Arthur Hiller', 'Erich Segal', 'Howard G. Minsky', 'Francis Lai', 'Richard C. Kratina', 'Robert C. Jones']","['Ali MacGraw', ""Ryan O'Neal"", 'John Marley', 'Ray Milland']"
GoldenEye,Metro-Goldwyn-Mayer (MGM),,26205007.0,"November 17, 1995",PG-13,130.0,"['Action', 'Adventure', 'Thriller']","[('Domestic', 106429941), ('International', 245764093), ('Worldwide', 352194034)]","['Martin Campbell', 'Ian Fleming', 'Michael France', 'Jeffrey Caine', 'Bruce Feirstein', 'Barbara Broccoli', 'Michael G. Wilson', 'Éric Serra', 'Phil Meheux', 'Terry Rawlings', 'Peter Lamont']","['Pierce Brosnan', 'Sean Bean', 'Izabella Scorupco', 'Famke Janssen']"
Kramer vs. Kramer,Columbia Pictures,,,"December 19, 1979",PG,105.0,['Drama'],"[('Domestic', 106260000), ('International', 106260000)]","['Robert Benton', 'Avery Corman', 'Robert Benton', 'Stanley R. Jaffe', 'Néstor Almendros', 'Gerald B. Greenberg', 'Paul Sylbert']","['Dustin Hoffman', 'Meryl Streep', 'Jane Alexander', 'Justin Henry']"
The Italian Job,Paramount Pictures,60000000.0,19457944.0,"May 30, 2003",PG-13,111.0,"['Action', 'Crime', 'Thriller']","[('Domestic', 106128601), ('International', 69941570), ('Worldwide', 176070171)]","['F. Gary Gray', 'Troy Kennedy-Martin', 'Donna Powers', 'Wayne Powers', 'Donald De Line', 'John Powell', 'Wally Pfister', 'Richard Francis-Bruce', 'Christopher Rouse', 'Diego Loreggian', 'Charles Wood']","['Donald Sutherland', 'Mark Wahlberg', 'Edward Norton', 'Charlize Theron']"
How to Lose a Guy in 10 Days,Paramount Pictures,,23774850.0,"February 7, 2003",PG-13,116.0,"['Comedy', 'Romance']","[('Domestic', 105813373), ('International', 71689014), ('Worldwide', 177502387)]","['Donald Petrie', 'Michele Alexander', 'Jeannie Long', 'Kristen Buckley', 'Brian Regan', 'Burr Steers', 'Robert Evans', 'Lynda Obst', 'Christine Peters', 'David Newman', 'John Bailey', 'Debra Neil-Fisher', 'Thérèse DePrez']","['Kate Hudson', 'Matthew McConaughey', 'Adam Goldberg', 'Kathryn Hahn']"
The LEGO Movie 2: The Second Part,Warner Bros.,99000000.0,34115335.0,"February 6, 2019",PG,107.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']","[('Domestic', 105806508), ('International', 86500000), ('Worldwide', 192306508)]","['Mike Mitchell', 'Phil Lord', 'Christopher Miller', 'Phil Lord', 'Christopher Miller', 'Matthew Fogel', 'Jerry Siegel', 'Joe Shuster', 'Bob Kane', 'Bill Finger', 'William Moulton Marston', 'Jinko Gotoh', 'Roy Lee', 'Dan Lin', 'Phil Lord', 'Christopher Miller', 'Mark Mothersbaugh', 'Clare Knight', 'Patrick Marc Hanenberger']","['Chris Pratt', 'Elizabeth Banks', 'Will Arnett', 'Tiffany Haddish']"
The First Wives Club,Paramount Pictures,,18913411.0,"September 20, 1996",PG,103.0,['Comedy'],"[('Domestic', 105489203), ('International', 76000000), ('Worldwide', 181489203)]","['Hugh Wilson', 'Olivia Goldsmith', 'Robert Harling', 'Scott Rudin', 'Marc Shaiman', 'Donald E. Thorin', 'John Bloom', 'Peter S. Larkin']","['Goldie Hawn', 'Bette Midler', 'Diane Keaton', 'Maggie Smith']"
Robin Hood,Universal Pictures,200000000.0,36063385.0,"May 12, 2010",PG-13,140.0,"['Action', 'Adventure', 'Drama', 'History']","[('Domestic', 105269730), ('International', 216400011), ('Worldwide', 321669741)]","['Ridley Scott', 'Brian Helgeland', 'Brian Helgeland', 'Ethan Reiff', 'Cyrus Voris', 'Russell Crowe', 'Brian Grazer', 'Ridley Scott', 'Marc Streitenfeld', 'John Mathieson', 'Pietro Scalia', 'Arthur Max']","['Russell Crowe', 'Cate Blanchett', 'Matthew Macfadyen', 'Max von Sydow']"
Interview with the Vampire: The Vampire Chronicles,Warner Bros.,60000000.0,36389705.0,"November 11, 1994",R,123.0,"['Drama', 'Horror']","[('Domestic', 105264608), ('International', 118400000), ('Worldwide', 223664608)]","['Neil Jordan', 'Anne Rice', 'Anne Rice', 'David Geffen', 'Stephen Woolley', 'Elliot Goldenthal', 'Philippe Rousselot', 'Mick Audsley', 'Joke van Wijk', 'Dante Ferretti']","['Brad Pitt', 'Tom Cruise', 'Antonio Banderas', 'Kirsten Dunst']"
George of the Jungle,Walt Disney Studios Motion Pictures,55000000.0,16540791.0,"July 18, 1997",PG,92.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Romance']","[('Domestic', 105263257), ('International', 69200000), ('Worldwide', 174463257)]","['Sam Weisman', 'Jay Ward', 'Dana Olsen', 'Dana Olsen', 'Audrey Wells', 'Jon Avnet', 'David Hoberman', 'Jordan Kerner', 'Marc Shaiman', 'Thomas E. Ackerman', 'Roger Bondelli', 'Stuart H. Pappé', 'Stephen Marsh']","['Brendan Fraser', 'Leslie Mann', 'Thomas Haden Church', 'Richard Roundtree']"
Hustlers,STX Entertainment,20000000.0,33181361.0,"September 12, 2019",R,110.0,"['Comedy', 'Crime', 'Drama']","[('Domestic', 104963598), ('International', 52600000), ('Worldwide', 157563598)]","['Lorene Scafaria', 'Lorene Scafaria', 'Jessica Pressler', 'Jessica Elbaum', 'Will Ferrell', 'Elaine Goldsmith-Thomas', 'Jennifer Lopez', 'Adam McKay', 'Benny Medina', 'Todd Banhazl', 'Kayla Emter', 'Jane Musky']","['Constance Wu', 'Jennifer Lopez', 'Julia Stiles', 'Mette Towley']"
The Graduate,AVCO Embassy Pictures,,,"December 21, 1967",PG,106.0,"['Comedy', 'Drama', 'Romance']","[('Domestic', 104945305), ('International', 69703), ('Worldwide', 105015008)]","['Mike Nichols', 'Calder Willingham', 'Buck Henry', 'Charles Webb', 'Lawrence Turman', 'Robert Surtees', ""Sam O'Steen"", 'Richard Sylbert']","['Dustin Hoffman', 'Anne Bancroft', 'Katharine Ross', 'William Daniels']"
Pitch Perfect 3,Universal Pictures,45000000.0,19928525.0,"December 21, 2017",PG-13,93.0,"['Comedy', 'Music']","[('Domestic', 104897530), ('International', 80502815), ('Worldwide', 185400345)]","['Trish Sie', 'Kay Cannon', 'Mike White', 'Kay Cannon', 'Mickey Rapkin', 'Elizabeth Banks', 'Paul Brooks', 'Max Handelman', 'Christopher Lennertz', 'Matthew Clark', 'Craig Alpert', 'Colin Patton', 'Toby Corbett']","['Anna Kendrick', 'Rebel Wilson', 'Brittany Snow', 'Anna Camp']"
Phenomenon,Walt Disney Studios Motion Pictures,,16158901.0,"July 5, 1996",PG,123.0,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']","[('Domestic', 104636382), ('International', 47400000), ('Worldwide', 152036382)]","['Jon Turteltaub', 'Gerald Di Pego', 'Barbara Boyle', 'Michael Taylor', 'Thomas Newman', 'Phedon Papamichael', 'Bruce Green', 'Garreth Stover']","['John Travolta', 'Kyra Sedgwick', 'Forest Whitaker', 'Robert Duvall']"
American Wedding,Universal Pictures,55000000.0,33369440.0,"August 1, 2003",R,96.0,['Comedy'],"[('Domestic', 104565114), ('International', 128157821), ('Worldwide', 232722935)]","['Jesse Dylan', 'Adam Herz', 'Adam Herz', 'Chris Bender', 'Adam Herz', 'Chris Moore', 'Craig Perry', 'Warren Zide', 'Christophe Beck', 'Lloyd Ahern II', 'Stuart H. Pappé', 'Clayton Hartley']","['Jason Biggs', 'Alyson Hannigan', 'Seann William Scott', 'Eugene Levy']"
Road to Perdition,DreamWorks Distribution,80000000.0,22079481.0,"July 12, 2002",R,117.0,"['Crime', 'Drama', 'Thriller']","[('Domestic', 104454762), ('International', 76546716), ('Worldwide', 181001478)]","['Sam Mendes', 'Max Allan Collins', 'Richard Piers Rayner', 'David Self', 'Sam Mendes', 'Dean Zanuck', 'Richard D. Zanuck', 'Thomas Newman', 'Conrad L. Hall', 'Jill Bilcock', 'Dennis Gassner']","['Tom Hanks', 'Tyler Hoechlin', 'Rob Maxey', 'Liam Aiken']"
The Princess and the Frog,Walt Disney Studios Motion Pictures,105000000.0,786190.0,"November 25, 2009",,97.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']","[('Domestic', 104400899), ('International', 162644866), ('Worldwide', 267045765)]","['Ron Clements', 'John Musker', 'Ron Clements', 'John Musker', 'Greg Erb', 'Jason Oremland', 'Ron Clements', 'John Musker', 'Rob Edwards', 'E.D. Baker', 'Peter Del Vecho', 'Randy Newman', 'Rasoul Azadani', 'Jeff Draheim', 'James Aaron Finch']","['Anika Noni Rose', 'Keith David', 'Oprah Winfrey', 'Bruno Campos']"
The Chronicles of Narnia: The Voyage of the Dawn Treader,Twentieth Century Fox,155000000.0,24005069.0,"December 2, 2010",PG,113.0,"['Adventure', 'Family', 'Fantasy']","[('Domestic', 104386950), ('International', 311299267), ('Worldwide', 415686217)]","['Michael Apted', 'Christopher Markus', 'Stephen McFeely', 'Michael Petroni', 'C.S. Lewis', 'Andrew Adamson', 'Mark Johnson', 'Philip Steuer', 'David Arnold', 'Dante Spinotti', 'Rick Shaine', 'Barry Robison']","['Ben Barnes', 'Skandar Keynes', 'Georgie Henley', 'Will Poulter']"
Daddy Day Care,Revolution Studios,60000000.0,27623580.0,"May 9, 2003",PG,92.0,"['Comedy', 'Family']","[('Domestic', 104297061), ('International', 60136806), ('Worldwide', 164433867)]","['Steve Carr', 'Geoff Rodkey', 'Matt Berenson', 'John Davis', 'Wyck Godfrey', 'David Newman', 'Steven Poster', 'Christopher Greenbury', 'Garreth Stover']","['Eddie Murphy', 'Jeff Garlin', 'Anjelica Huston', 'Steve Zahn']"
Daddy's Home 2,Paramount Pictures,69000000.0,29651193.0,"November 9, 2017",PG-13,100.0,['Comedy'],"[('Domestic', 104029443), ('International', 76584381), ('Worldwide', 180613824)]","['Sean Anders', 'Sean Anders', 'John Morris', 'Brian Burns', 'Will Ferrell', 'Chris Henchy', 'Adam McKay', 'Kevin J. Messick', 'John Morris', 'Michael Andrews', 'Julio Macat', 'Brad Wilhite', 'Clayton Hartley']","['Will Ferrell', 'Mark Wahlberg', 'Mel Gibson', 'John Lithgow']"
Paranormal Activity 3,Paramount Pictures,5000000.0,52568183.0,"October 19, 2011",R,83.0,"['Horror', 'Mystery']","[('Domestic', 104028807), ('International', 103011037), ('Worldwide', 207039844)]","['Henry Joost', 'Ariel Schulman', 'Christopher Landon', 'Oren Peli', 'Jason Blum', 'Oren Peli', 'Steven Schneider', 'Magdalena Górka', 'Gregory Plotkin', 'Jennifer Spence']","['Chloe Csengery', 'Jessica Tyler Brown', 'Christopher Nicholas Smith', 'Lauren Bittner']"
Journey 2: The Mysterious Island,Warner Bros.,79000000.0,27335363.0,"January 19, 2012",PG,94.0,"['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']","[('Domestic', 103860290), ('International', 231400000), ('Worldwide', 335260290)]","['Brad Peyton', 'Brian Gunn', 'Mark Gunn', 'Richard Outten', 'Brian Gunn', 'Mark Gunn', 'Jules Verne', 'Beau Flynn', 'Charlotte Huggins', 'Tripp Vinson', 'Andrew Lockington', 'David Tattersall', 'David Rennie', 'Bill Boes']","['Josh Hutcherson', 'Dwayne Johnson', 'Michael Caine', 'Luis Guzmán']"
The Mule,Warner Bros.,50000000.0,17509431.0,"December 14, 2018",R,116.0,"['Crime', 'Drama', 'Thriller']","[('Domestic', 103804407), ('International', 71000000), ('Worldwide', 174804407)]","['Clint Eastwood', 'Nick Schenk', 'Sam Dolnick', 'Clint Eastwood', 'Dan Friedkin', 'Jessica Meier', 'Tim Moore', 'Kristina Rivera', 'Bradley Thomas', 'Arturo Sandoval', 'Yves Bélanger', 'Joel Cox', 'Kevin Ishioka']","['Clint Eastwood', 'Patrick L. Reyes', 'Cesar De León', 'Gustavo Muñoz']"
Dick Tracy,Walt Disney Studios Motion Pictures,47000000.0,22543911.0,"June 15, 1990",,105.0,"['Action', 'Comedy', 'Crime', 'Music', 'Romance', 'Thriller']","[('Domestic', 103738726), ('International', 59000000), ('Worldwide', 162738726)]","['Warren Beatty', 'Chester Gould', 'Jim Cash', 'Jack Epps Jr.', 'Warren Beatty', 'Danny Elfman', 'Vittorio Storaro', 'Richard Marks', 'Richard Sylbert']","['Warren Beatty', 'Madonna', 'Al Pacino', 'Charlie Korsmo']"
Rise of the Guardians,DreamWorks,145000000.0,23773465.0,"November 21, 2012",PG,97.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']","[('Domestic', 103412758), ('International', 203528912), ('Worldwide', 306941670)]","['Peter Ramsey', 'David Lindsay-Abaire', 'William Joyce', 'Nancy Bernstein', 'Christina Steinberg', 'Alexandre Desplat', 'Joyce Arrastia', 'Patrick Marc Hanenberger']","['Hugh Jackman', 'Alec Baldwin', 'Isla Fisher', 'Chris Pine']"
Dreamgirls,DreamWorks,,378950.0,"December 15, 2006",PG-13,130.0,"['Drama', 'Music', 'Musical']","[('Domestic', 103365956), ('International', 52064379), ('Worldwide', 155430335)]","['Bill Condon', 'Tom Eyen', 'Bill Condon', 'Laurence Mark', 'Tom Eyen', 'Henry Krieger', 'Tobias A. Schliessler', 'Virginia Katz', 'John Myhre']","['Beyoncé', 'Jamie Foxx', 'Eddie Murphy', 'Danny Glover']"
9 to 5,Twentieth Century Fox,,3966832.0,"December 19, 1980",,109.0,['Comedy'],"[('Domestic', 103290500), ('International', 9643), ('Worldwide', 103300143)]","['Colin Higgins', 'Patricia Resnick', 'Colin Higgins', 'Patricia Resnick', 'Bruce Gilbert', 'Charles Fox', 'Reynaldo Villalobos', 'Pembroke J. Herring', 'Dean Edward Mitzner']","['Jane Fonda', 'Lily Tomlin', 'Dolly Parton', 'Dabney Coleman']"
Independence Day: Resurgence,Twentieth Century Fox,165000000.0,41039944.0,"June 22, 2016",PG-13,,"['Action', 'Adventure', 'Sci-Fi']","[('Domestic', 103144286), ('International', 286537649), ('Worldwide', 389681935)]","['Roland Emmerich', 'Nicolas Wright', 'James A. Woods', 'Dean Devlin', 'Roland Emmerich', 'James Vanderbilt', 'Dean Devlin', 'Roland Emmerich', 'Nicolas Wright', 'James A. Woods', 'Dean Devlin', 'Roland Emmerich', 'Carter Blanchard', 'Dean Devlin', 'Roland Emmerich', 'Harald Kloser', 'Harald Kloser', 'Thomas Wanker', 'Markus Förderer', 'Adam Wolfe', 'Barry Chusid']","['Liam Hemsworth', 'Jeff Goldblum', 'Bill Pullman', 'Maika Monroe']"
The Expendables,Lionsgate,80000000.0,34825135.0,"August 12, 2010",R,103.0,"['Action', 'Adventure', 'Thriller']","[('Domestic', 103068524), ('International', 171401870), ('Worldwide', 274470394)]","['Sylvester Stallone', 'Dave Callaham', 'Sylvester Stallone', 'Dave Callaham', 'Avi Lerner', 'Kevin King Templeton', 'John Thompson', 'Brian Tyler', 'Jeffrey L. Kimball', 'Ken Blackwell', 'Paul Harb', 'Franco-Giacomo Carbone']","['Sylvester Stallone', 'Jason Statham', 'Jet Li', 'Dolph Lundgren']"
Scream,Dimension Films,14000000.0,6354586.0,"December 20, 1996",R,111.0,"['Horror', 'Mystery']","[('Domestic', 103046663), ('International', 70000000), ('Worldwide', 173046663)]","['Wes Craven', 'Kevin Williamson', 'Cathy Konrad', 'Cary Woods', 'Marco Beltrami', 'Mark Irwin', 'Patrick Lussier', 'Bruce Alan Miller']","['Neve Campbell', 'Courteney Cox', 'David Arquette', 'Skeet Ulrich']"
Just Go with It,Sony Pictures Entertainment (SPE),80000000.0,30514732.0,"February 9, 2011",PG-13,117.0,"['Comedy', 'Romance']","[('Domestic', 103028109), ('International', 111917482), ('Worldwide', 214945591)]","['Dennis Dugan', 'Allan Loeb', 'Timothy Dowling', 'I.A.L. Diamond', 'Abe Burrows', 'Pierre Barillet', 'Jean-Pierre Grédy', 'Jack Giarraputo', 'Heather Parry', 'Adam Sandler', 'Rupert Gregson-Williams', 'Theo van de Sande', 'Tom Costain', 'Perry Andelin Blake']","['Adam Sandler', 'Jennifer Aniston', 'Brooklyn Decker', 'Nicole Kidman']"
Murder on the Orient Express,Twentieth Century Fox,55000000.0,28681472.0,"November 3, 2017",PG-13,114.0,"['Crime', 'Drama', 'Mystery']","[('Domestic', 102826543), ('International', 249967538), ('Worldwide', 352794081)]","['Kenneth Branagh', 'Michael Green', 'Agatha Christie', 'Kenneth Branagh', 'Mark Gordon', 'Judy Hofflund', 'Simon Kinberg', 'Michael Schaefer', 'Ridley Scott', 'Patrick Doyle', 'Haris Zambarloukos', 'Mick Audsley', 'Jim Clay']","['Kenneth Branagh', 'Penélope Cruz', 'Willem Dafoe', 'Judi Dench']"
The General's Daughter,Paramount Pictures,95000000.0,22332053.0,"June 18, 1999",R,116.0,"['Crime', 'Drama', 'Mystery', 'Thriller']","[('Domestic', 102705852), ('International', 47000000), ('Worldwide', 149705852)]","['Simon West', 'Nelson DeMille', 'Christopher Bertolini', 'William Goldman', 'Mace Neufeld', 'Carter Burwell', 'Peter Menzies Jr.', 'Glen Scantlebury', 'J. Dennis Washington']","['John Travolta', 'Madeleine Stowe', 'James Cromwell', 'Timothy Hutton']"
